subject,session,device,kind,n_samples,missing_frac,interior_missing_frac,n_runs,n_interior_runs,packet_level_agreement,median_run_s,p95_run_s,max_run_s
S2,S2-ADL4,Accelerometer LUA_,Accelerometer,32748,0.03029192622450226,0.023421277635275437,3,2,1.0,12.783333333333333,23.658333333333335,24.866666666666667
S2,S2-ADL4,Accelerometer LWR,Accelerometer,32748,0.013344326371076097,0.006076706974471723,11,10,1.0,0.6666666666666666,0.7,0.7
S2,S2-ADL4,Accelerometer RH,Accelerometer,32748,0.02485647978502504,0.018169048491510933,27,26,1.0,0.6833333333333333,0.825,2.1333333333333333
S2,S2-ADL4,InertialMeasurementUnit BACK,InertialMeasurementUnit,32748,0.006259924270184439,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-ADL4,InertialMeasurementUnit RUA,InertialMeasurementUnit,32748,0.006259924270184439,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-ADL4,InertialMeasurementUnit RLA,InertialMeasurementUnit,32748,0.006259924270184439,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-ADL4,InertialMeasurementUnit LUA,InertialMeasurementUnit,32748,0.006259924270184439,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-ADL4,InertialMeasurementUnit LLA,InertialMeasurementUnit,32748,0.006259924270184439,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-ADL4,InertialMeasurementUnit L-SHOE,InertialMeasurementUnit,32748,0.0010382313423720532,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-ADL4,InertialMeasurementUnit R-SHOE,InertialMeasurementUnit,32748,0.0010382313423720532,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-ADL5,Accelerometer RKN^,Accelerometer,31826,0.02837302834160749,0.01190850248224722,7,6,1.0,1.75,4.083333333333333,4.533333333333333
S2,S2-ADL5,Accelerometer HIP,Accelerometer,31826,0.018129830955822282,0.0012882548859423112,3,2,1.0,0.6833333333333333,0.6983333333333334,0.7
S2,S2-ADL5,Accelerometer LUA^,Accelerometer,31826,0.04288946144661598,0.026079306227612644,8,7,1.0,0.6666666666666666,16.78999999999998,23.7
S2,S2-ADL5,Accelerometer RUA_,Accelerometer,31826,0.022308804122415635,0.005561490605165588,10,9,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
S2,S2-ADL5,Accelerometer LH,Accelerometer,31826,0.0808458493055992,0.06409853578834915,46,45,1.0,0.7,1.4199999999999993,34.0
S2,S2-ADL5,Accelerometer BACK,Accelerometer,31826,0.016747313517250048,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-ADL5,Accelerometer RKN_,Accelerometer,31826,0.027713190473198014,0.011437189719097593,5,4,1.0,2.55,5.688333333333333,6.233333333333333
S2,S2-ADL5,Accelerometer RWR,Accelerometer,31826,0.0249167347451769,0.008200842078803495,14,13,1.0,0.6666666666666666,0.7,0.7
S2,S2-ADL5,Accelerometer RUA^,Accelerometer,31826,0.02240306667504556,0.005687174008672155,10,9,1.0,0.6666666666666666,0.6866666666666668,0.7
S2,S2-ADL5,Accelerometer LUA_,Accelerometer,31826,0.02237164582416892,0.005687174008672155,10,9,1.0,0.6666666666666666,0.7,0.7
S2,S2-ADL5,Accelerometer LWR,Accelerometer,31826,0.027933136429334506,0.011280085464714384,19,18,1.0,0.6666666666666666,0.7,0.7
S2,S2-ADL5,Accelerometer RH,Accelerometer,31826,0.9951297681141206,0.9785709797021304,6,5,1.0,0.7666666666666667,828.3399999999998,1035.2333333333333
S2,S2-ADL5,InertialMeasurementUnit BACK,InertialMeasurementUnit,31826,0.016118896499717213,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-ADL5,InertialMeasurementUnit RUA,InertialMeasurementUnit,31826,0.016118896499717213,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-ADL5,InertialMeasurementUnit RLA,InertialMeasurementUnit,31826,0.016118896499717213,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-ADL5,InertialMeasurementUnit LUA,InertialMeasurementUnit,31826,0.016118896499717213,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-ADL5,InertialMeasurementUnit LLA,InertialMeasurementUnit,31826,0.016118896499717213,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-ADL5,InertialMeasurementUnit L-SHOE,InertialMeasurementUnit,31826,0.008169421227926852,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-ADL5,InertialMeasurementUnit R-SHOE,InertialMeasurementUnit,31826,0.008169421227926852,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-Drill,Accelerometer RKN^,Accelerometer,53398,0.015993108356118207,0.008932918835911458,25,24,1.0,0.6666666666666666,0.695,0.7666666666666667
S2,S2-Drill,Accelerometer HIP,Accelerometer,53398,0.0070976441065208435,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-Drill,Accelerometer LUA^,Accelerometer,53398,0.09056518970747968,0.08348627289411588,4,3,1.0,0.6666666666666666,132.63666666666666,147.3
S2,S2-Drill,Accelerometer RUA_,Accelerometer,53398,0.010805648151616165,0.003726731338252369,11,10,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
S2,S2-Drill,Accelerometer LH,Accelerometer,53398,0.04799805236151167,0.04095659013446196,47,46,1.0,0.7,2.091666666666667,35.266666666666666
S2,S2-Drill,Accelerometer BACK,Accelerometer,53398,0.007060189520206749,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-Drill,Accelerometer RKN_,Accelerometer,53398,0.00788419041911682,0.0008614554852241657,3,2,1.0,0.7666666666666667,0.8566666666666667,0.8666666666666667
S2,S2-Drill,Accelerometer RWR,Accelerometer,53398,0.014326379265141017,0.007303644331248361,17,16,1.0,0.6666666666666666,1.3083333333333333,3.1333333333333333
S2,S2-Drill,Accelerometer RUA^,Accelerometer,53398,0.025562755159369264,0.018296565414434997,11,10,1.0,1.75,10.709999999999987,16.2
S2,S2-Drill,Accelerometer LUA_,Accelerometer,53398,0.01071201168583093,0.003745458631409416,11,10,1.0,0.6666666666666666,0.7,0.7
S2,S2-Drill,Accelerometer LWR,Accelerometer,53398,0.013109105209932956,0.006123824862354395,17,16,1.0,0.6666666666666666,0.8,1.0
S2,S2-Drill,Accelerometer RH,Accelerometer,53398,0.999981272706843,0.0,2,0,1.0,0.0,0.0,0.0
S2,S2-Drill,InertialMeasurementUnit BACK,InertialMeasurementUnit,53398,0.006442188846024196,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-Drill,InertialMeasurementUnit RUA,InertialMeasurementUnit,53398,0.006442188846024196,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-Drill,InertialMeasurementUnit RLA,InertialMeasurementUnit,53398,0.006442188846024196,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-Drill,InertialMeasurementUnit LUA,InertialMeasurementUnit,53398,0.006442188846024196,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-Drill,InertialMeasurementUnit LLA,InertialMeasurementUnit,53398,0.006442188846024196,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-Drill,InertialMeasurementUnit L-SHOE,InertialMeasurementUnit,53398,0.005075096445559759,0.0,1,0,1.0,0.0,0.0,0.0
S2,S2-Drill,InertialMeasurementUnit R-SHOE,InertialMeasurementUnit,53398,0.005075096445559759,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL1,Accelerometer RKN^,Accelerometer,37223,0.0330172205356903,0.0074416355479139246,15,14,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
S3,S3-ADL1,Accelerometer HIP,Accelerometer,37223,0.04212449292104344,0.016307121940735567,4,3,1.0,7.1,11.569999999999999,12.066666666666666
S3,S3-ADL1,Accelerometer LUA^,Accelerometer,37223,0.031996346345001744,0.006447626467506649,13,12,1.0,0.6666666666666666,0.7,0.7
S3,S3-ADL1,Accelerometer RUA_,Accelerometer,37223,0.30996964242538216,0.021465223114740885,11,9,1.0,3.6,4.526666666666666,4.833333333333333
S3,S3-ADL1,Accelerometer LH,Accelerometer,37223,0.04051258630416678,0.014937001316390404,25,24,1.0,0.6666666666666666,1.19,1.3333333333333333
S3,S3-ADL1,Accelerometer BACK,Accelerometer,37223,0.21655965397737958,0.19608843994304598,87,86,1.0,1.7666666666666666,6.783333333333333,23.9
S3,S3-ADL1,Accelerometer RKN_,Accelerometer,37223,0.12599736721919244,0.10197995862773017,50,49,1.0,1.8,8.106666666666653,11.033333333333333
S3,S3-ADL1,Accelerometer RWR,Accelerometer,37223,0.03849770303307095,0.011713188082637079,12,11,1.0,1.0333333333333334,2.0,2.033333333333333
S3,S3-ADL1,Accelerometer RUA^,Accelerometer,37223,0.031808290573032805,0.006447626467506649,13,12,1.0,0.6666666666666666,0.6816666666666666,0.7
S3,S3-ADL1,Accelerometer LUA_,Accelerometer,37223,0.030169518845874863,0.004808854740348709,10,9,1.0,0.6666666666666666,0.6866666666666668,0.7
S3,S3-ADL1,Accelerometer LWR,Accelerometer,37223,0.033661983182440965,0.008355049297477365,16,15,1.0,0.6666666666666666,0.8099999999999997,1.0666666666666667
S3,S3-ADL1,Accelerometer RH,Accelerometer,37223,0.04341401821454477,0.018133949439862452,13,12,1.0,1.4166666666666667,3.686666666666666,4.2
S3,S3-ADL1,InertialMeasurementUnit BACK,InertialMeasurementUnit,37223,0.024742766569056766,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL1,InertialMeasurementUnit RUA,InertialMeasurementUnit,37223,0.024742766569056766,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL1,InertialMeasurementUnit RLA,InertialMeasurementUnit,37223,0.024742766569056766,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL1,InertialMeasurementUnit LUA,InertialMeasurementUnit,37223,0.024742766569056766,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL1,InertialMeasurementUnit LLA,InertialMeasurementUnit,37223,0.024742766569056766,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL1,InertialMeasurementUnit L-SHOE,InertialMeasurementUnit,37223,0.06920452408457137,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL1,InertialMeasurementUnit R-SHOE,InertialMeasurementUnit,37223,0.06920452408457137,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL2,Accelerometer RKN^,Accelerometer,27825,0.026774483378256962,0.012183288409703504,18,17,1.0,0.6666666666666666,0.6733333333333333,0.7
S3,S3-ADL2,Accelerometer HIP,Accelerometer,27825,0.014483378256963162,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL2,Accelerometer LUA^,Accelerometer,27825,0.015238095238095238,0.0007547169811320754,2,1,1.0,0.7,0.7,0.7
S3,S3-ADL2,Accelerometer RUA_,Accelerometer,27825,0.015309973045822102,0.0008984725965858042,2,1,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334
S3,S3-ADL2,Accelerometer LH,Accelerometer,27825,0.03263252470799641,0.018185085354896675,23,22,1.0,0.7,1.065,1.2666666666666666
S3,S3-ADL2,Accelerometer BACK,Accelerometer,27825,0.18274932614555256,0.18274932614555256,38,38,1.0,3.066666666666667,9.906666666666663,19.133333333333333
S3,S3-ADL2,Accelerometer RKN_,Accelerometer,27825,0.09940700808625337,0.08672057502246182,41,40,1.0,1.6166666666666667,4.64,5.933333333333334
S3,S3-ADL2,Accelerometer RWR,Accelerometer,27825,0.19504043126684636,0.17937106918238993,18,17,1.0,3.033333333333333,35.23333333333331,59.9
S3,S3-ADL2,Accelerometer RUA^,Accelerometer,27825,0.013800539083557951,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL2,Accelerometer LUA_,Accelerometer,27825,0.023036837376460017,0.009272237196765499,14,13,1.0,0.6666666666666666,0.7,0.7
S3,S3-ADL2,Accelerometer LWR,Accelerometer,27825,0.02508535489667565,0.011572327044025157,16,15,1.0,0.6666666666666666,0.8699999999999993,1.2666666666666666
S3,S3-ADL2,Accelerometer RH,Accelerometer,27825,0.016208445642407907,0.0025876010781671157,3,2,1.0,1.2,1.26,1.2666666666666666
S3,S3-ADL2,InertialMeasurementUnit BACK,InertialMeasurementUnit,27825,0.013225516621743037,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL2,InertialMeasurementUnit RUA,InertialMeasurementUnit,27825,0.013225516621743037,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL2,InertialMeasurementUnit RLA,InertialMeasurementUnit,27825,0.013225516621743037,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL2,InertialMeasurementUnit LUA,InertialMeasurementUnit,27825,0.013225516621743037,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL2,InertialMeasurementUnit LLA,InertialMeasurementUnit,27825,0.013225516621743037,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL2,InertialMeasurementUnit L-SHOE,InertialMeasurementUnit,27825,0.007331536388140162,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL2,InertialMeasurementUnit R-SHOE,InertialMeasurementUnit,27825,0.007331536388140162,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL3,Accelerometer RKN^,Accelerometer,26717,0.08792154807800277,0.07489613354792829,24,23,1.0,0.6666666666666666,0.6966666666666667,52.1
S3,S3-ADL3,Accelerometer HIP,Accelerometer,26717,0.08605008047310701,0.0726878017741513,3,2,1.0,32.36666666666667,32.42666666666666,32.43333333333333
S3,S3-ADL3,Accelerometer LUA^,Accelerometer,26717,0.09372309765317963,0.08200771044653217,17,16,1.0,1.45,14.541666666666666,46.666666666666664
S3,S3-ADL3,Accelerometer RUA_,Accelerometer,26717,0.017516936781824307,0.00411722873077067,3,2,1.0,1.8333333333333333,2.433333333333333,2.5
S3,S3-ADL3,Accelerometer LH,Accelerometer,26717,0.08036081895422391,0.06785941535352023,7,6,1.0,2.2666666666666666,38.5,50.53333333333333
S3,S3-ADL3,Accelerometer BACK,Accelerometer,26717,0.08384174869933002,0.07092862222554927,2,1,1.0,63.166666666666664,63.166666666666664,63.166666666666664
S3,S3-ADL3,Accelerometer RKN_,Accelerometer,26717,0.10274357150877718,0.0899801624433881,8,7,1.0,1.9666666666666666,38.87999999999999,43.2
S3,S3-ADL3,Accelerometer RWR,Accelerometer,26717,0.027023992214694762,0.014447729909795261,6,5,1.0,3.0,3.2133333333333334,3.2333333333333334
S3,S3-ADL3,Accelerometer RUA^,Accelerometer,26717,0.016843208444061834,0.0011228805629374555,2,1,1.0,1.0,1.0,1.0
S3,S3-ADL3,Accelerometer LUA_,Accelerometer,26717,0.07923793839128644,0.06879514915596811,12,11,1.0,1.5666666666666667,23.933333333333334,45.333333333333336
S3,S3-ADL3,Accelerometer LWR,Accelerometer,26717,0.14990455515215032,0.1417449563948048,46,45,1.0,1.4,5.259999999999997,44.1
S3,S3-ADL3,Accelerometer RH,Accelerometer,26717,0.5033873563648613,0.011453381741962046,12,11,1.0,0.6666666666666666,2.1,2.3666666666666667
S3,S3-ADL3,InertialMeasurementUnit BACK,InertialMeasurementUnit,26717,0.010068495714339185,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL3,InertialMeasurementUnit RUA,InertialMeasurementUnit,26717,0.010068495714339185,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL3,InertialMeasurementUnit RLA,InertialMeasurementUnit,26717,0.010068495714339185,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL3,InertialMeasurementUnit LUA,InertialMeasurementUnit,26717,0.010068495714339185,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL3,InertialMeasurementUnit LLA,InertialMeasurementUnit,26717,0.010068495714339185,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL3,InertialMeasurementUnit L-SHOE,InertialMeasurementUnit,26717,0.0,0.0,0,0,1.0,0.0,0.0,0.0
S3,S3-ADL3,InertialMeasurementUnit R-SHOE,InertialMeasurementUnit,26717,0.0,0.0,0,0,1.0,0.0,0.0,0.0
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,27681,0.08550991654925762,0.07637007333550089,36,35,1.0,1.8333333333333333,4.1066666666666665,4.733333333333333
S3,S3-ADL4,Accelerometer HIP,Accelerometer,27681,0.020700119215346268,0.010621003576460388,9,8,1.0,0.9833333333333333,2.083333333333333,2.2
S3,S3-ADL4,Accelerometer LUA^,Accelerometer,27681,0.018207434702503522,0.007839312163577906,12,11,1.0,0.6666666666666666,0.7,0.7
S3,S3-ADL4,Accelerometer RUA_,Accelerometer,27681,0.05682598172031357,0.046277229868863116,12,11,1.0,3.7,8.633333333333333,9.166666666666666
S3,S3-ADL4,Accelerometer LH,Accelerometer,27681,0.029189696904013584,0.018857700227592932,21,20,1.0,0.7166666666666667,1.3700000000000006,2.066666666666667
S3,S3-ADL4,Accelerometer BACK,Accelerometer,27681,0.010295870813915682,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,27681,0.2531700444348109,0.24616162710884723,75,74,1.0,2.283333333333333,8.369999999999976,16.333333333333332
S3,S3-ADL4,Accelerometer RWR,Accelerometer,27681,0.01824356056500849,0.007730934576063004,12,11,1.0,0.6333333333333333,0.6666666666666666,0.6666666666666666
S3,S3-ADL4,Accelerometer RUA^,Accelerometer,27681,0.017232036414869405,0.007080669050973592,11,10,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
S3,S3-ADL4,Accelerometer LUA_,Accelerometer,27681,0.017412665727394243,0.007261298363498429,11,10,1.0,0.6666666666666666,0.7,0.7
S3,S3-ADL4,Accelerometer LWR,Accelerometer,27681,0.02051948990282143,0.01047650012644052,15,14,1.0,0.6666666666666666,0.8166666666666665,1.0333333333333334
S3,S3-ADL4,Accelerometer RH,Accelerometer,27681,0.17990679527473719,0.011849282901629276,16,15,1.0,0.6666666666666666,0.9533333333333329,1.2333333333333334
S3,S3-ADL4,InertialMeasurementUnit BACK,InertialMeasurementUnit,27681,0.005057620750695423,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL4,InertialMeasurementUnit RUA,InertialMeasurementUnit,27681,0.005057620750695423,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL4,InertialMeasurementUnit RLA,InertialMeasurementUnit,27681,0.005057620750695423,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL4,InertialMeasurementUnit LUA,InertialMeasurementUnit,27681,0.005057620750695423,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL4,InertialMeasurementUnit LLA,InertialMeasurementUnit,27681,0.005057620750695423,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL4,InertialMeasurementUnit L-SHOE,InertialMeasurementUnit,27681,0.0,0.0,0,0,1.0,0.0,0.0,0.0
S3,S3-ADL4,InertialMeasurementUnit R-SHOE,InertialMeasurementUnit,27681,0.0,0.0,0,0,1.0,0.0,0.0,0.0
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,26495,0.11511605963389318,0.10609548971504057,27,26,1.0,1.6833333333333333,8.633333333333333,20.266666666666666
S3,S3-ADL5,Accelerometer HIP,Accelerometer,26495,0.04193244008303453,0.030722777882619363,15,14,1.0,1.5333333333333334,4.025,4.133333333333334
S3,S3-ADL5,Accelerometer LUA^,Accelerometer,26495,0.041253066616342704,0.029515002830722777,2,1,1.0,26.066666666666666,26.066666666666666,26.066666666666666
S3,S3-ADL5,Accelerometer RUA_,Accelerometer,26495,0.03879977354217777,0.02732591054916022,5,4,1.0,6.85,9.266666666666667,9.466666666666667
S3,S3-ADL5,Accelerometer LH,Accelerometer,26495,0.02709945272692961,0.015361388941309681,18,17,1.0,0.6666666666666666,1.1933333333333327,1.7
S3,S3-ADL5,Accelerometer BACK,Accelerometer,26495,0.012417437252311756,0.0007171164370635969,2,1,1.0,0.6333333333333333,0.6333333333333333,0.6333333333333333
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,26495,0.25499150783166635,0.25159464049820723,56,55,1.0,2.3666666666666667,11.27999999999998,29.833333333333332
S3,S3-ADL5,Accelerometer RWR,Accelerometer,26495,0.020494432911870163,0.008831855066993773,4,3,1.0,2.2333333333333334,4.483333333333333,4.733333333333333
S3,S3-ADL5,Accelerometer RUA^,Accelerometer,26495,0.019135685978486507,0.007548594074353651,11,10,1.0,0.6666666666666666,0.7,0.7
S3,S3-ADL5,Accelerometer LUA_,Accelerometer,26495,0.01773919607473108,0.006114361200226457,9,8,1.0,0.6666666666666666,0.7,0.7
S3,S3-ADL5,Accelerometer LWR,Accelerometer,26495,0.011738063785619928,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL5,Accelerometer RH,Accelerometer,26495,0.03404415927533497,0.02249481034157388,26,25,1.0,0.7333333333333333,1.1266666666666665,1.2666666666666666
S3,S3-ADL5,InertialMeasurementUnit BACK,InertialMeasurementUnit,26495,0.010983204378184563,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL5,InertialMeasurementUnit RUA,InertialMeasurementUnit,26495,0.010983204378184563,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL5,InertialMeasurementUnit RLA,InertialMeasurementUnit,26495,0.010983204378184563,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL5,InertialMeasurementUnit LUA,InertialMeasurementUnit,26495,0.010983204378184563,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL5,InertialMeasurementUnit LLA,InertialMeasurementUnit,26495,0.010983204378184563,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-ADL5,InertialMeasurementUnit L-SHOE,InertialMeasurementUnit,26495,0.0,0.0,0,0,1.0,0.0,0.0,0.0
S3,S3-ADL5,InertialMeasurementUnit R-SHOE,InertialMeasurementUnit,26495,0.0,0.0,0,0,1.0,0.0,0.0,0.0
S3,S3-Drill,Accelerometer RKN^,Accelerometer,70928,0.04350891044439432,0.02637886307241146,52,51,1.0,0.8,2.966666666666667,5.133333333333334
S3,S3-Drill,Accelerometer HIP,Accelerometer,70928,0.013365666591473042,0.0021007218587863748,6,5,1.0,0.8,1.613333333333333,1.8
S3,S3-Drill,Accelerometer LUA^,Accelerometer,70928,0.035275208662305435,0.013013196480938417,7,6,1.0,0.6666666666666666,20.775,27.466666666666665
S3,S3-Drill,Accelerometer RUA_,Accelerometer,70928,0.013196480938416423,0.005174261222648319,18,17,1.0,0.6666666666666666,1.0733333333333335,1.1
S3,S3-Drill,Accelerometer LH,Accelerometer,70928,0.02557523122039251,0.017256936611775322,22,21,1.0,0.6666666666666666,1.0,26.066666666666666
S3,S3-Drill,Accelerometer BACK,Accelerometer,70928,0.00857207308820212,0.0005639521768554027,3,2,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
S3,S3-Drill,Accelerometer RKN_,Accelerometer,70928,0.17070832393413038,0.1491794495826754,176,175,1.0,1.3,5.236666666666663,13.533333333333333
S3,S3-Drill,Accelerometer RWR,Accelerometer,70928,0.02245939544326641,0.014437175727498308,42,41,1.0,0.6666666666666666,1.2,1.2333333333333334
S3,S3-Drill,Accelerometer RUA^,Accelerometer,70928,0.026336566659147305,0.01806056846379427,13,12,1.0,0.6833333333333333,16.416666666666643,33.46666666666667
S3,S3-Drill,Accelerometer LUA_,Accelerometer,70928,0.012590232348296865,0.0037220843672456576,14,13,1.0,0.6666666666666666,0.7,0.7
S3,S3-Drill,Accelerometer LWR,Accelerometer,70928,0.011391833972479134,0.002565982404692082,10,9,1.0,0.6666666666666666,0.7,0.7
S3,S3-Drill,Accelerometer RH,Accelerometer,70928,0.0640085720730882,0.05600045116174148,146,145,1.0,0.6666666666666666,2.3933333333333326,3.6333333333333333
S3,S3-Drill,InertialMeasurementUnit BACK,InertialMeasurementUnit,70928,0.00743006993006993,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-Drill,InertialMeasurementUnit RUA,InertialMeasurementUnit,70928,0.00743006993006993,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-Drill,InertialMeasurementUnit RLA,InertialMeasurementUnit,70928,0.00743006993006993,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-Drill,InertialMeasurementUnit LUA,InertialMeasurementUnit,70928,0.00743006993006993,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-Drill,InertialMeasurementUnit LLA,InertialMeasurementUnit,70928,0.00743006993006993,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-Drill,InertialMeasurementUnit L-SHOE,InertialMeasurementUnit,70928,0.002876156101962554,0.0,1,0,1.0,0.0,0.0,0.0
S3,S3-Drill,InertialMeasurementUnit R-SHOE,InertialMeasurementUnit,70928,0.002876156101962554,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL1,Accelerometer RKN^,Accelerometer,41588,0.15720881023372127,0.14872078484178128,73,72,1.0,1.95,6.575,10.833333333333334
S4,S4-ADL1,Accelerometer HIP,Accelerometer,41588,0.041189766278734254,0.03113879003558719,24,23,1.0,1.6333333333333333,3.4166666666666656,5.133333333333334
S4,S4-ADL1,Accelerometer LUA^,Accelerometer,41588,0.013850149081465807,0.005193805905549678,12,11,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
S4,S4-ADL1,Accelerometer RUA_,Accelerometer,41588,0.014018466865441954,0.005602577666634606,12,11,1.0,0.6666666666666666,0.9166666666666666,1.1666666666666667
S4,S4-ADL1,Accelerometer LH,Accelerometer,41588,0.10474175242858517,0.09642204482062133,28,27,1.0,0.6666666666666666,35.08666666666666,47.333333333333336
S4,S4-ADL1,Accelerometer BACK,Accelerometer,41588,0.008488025391939982,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL1,Accelerometer RKN_,Accelerometer,41588,0.13765990189477734,0.13051841877464654,55,54,1.0,2.0833333333333335,10.10666666666666,12.566666666666666
S4,S4-ADL1,Accelerometer RWR,Accelerometer,41588,0.020510724247379052,0.012070789650860825,23,22,1.0,0.6666666666666666,0.8249999999999998,2.7333333333333334
S4,S4-ADL1,Accelerometer RUA^,Accelerometer,41588,0.013729922092911417,0.005289987496393191,12,11,1.0,0.6666666666666666,0.7,0.7
S4,S4-ADL1,Accelerometer LUA_,Accelerometer,41588,0.3428152351639896,0.027411753390401077,8,7,1.0,0.6666666666666666,23.96333333333331,33.93333333333333
S4,S4-ADL1,Accelerometer LWR,Accelerometer,41588,0.013994421467731076,0.005698759257478119,13,12,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
S4,S4-ADL1,Accelerometer RH,Accelerometer,41588,0.036332595941136865,0.027988842935462152,46,45,1.0,0.6666666666666666,1.5466666666666664,4.666666666666667
S4,S4-ADL1,InertialMeasurementUnit BACK,InertialMeasurementUnit,41588,0.00788689044916803,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL1,InertialMeasurementUnit RUA,InertialMeasurementUnit,41588,0.00788689044916803,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL1,InertialMeasurementUnit RLA,InertialMeasurementUnit,41588,0.00788689044916803,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL1,InertialMeasurementUnit LUA,InertialMeasurementUnit,41588,0.00788689044916803,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL1,InertialMeasurementUnit LLA,InertialMeasurementUnit,41588,0.00788689044916803,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL1,InertialMeasurementUnit L-SHOE,InertialMeasurementUnit,41588,0.0050735789169952875,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL1,InertialMeasurementUnit R-SHOE,InertialMeasurementUnit,41588,0.0050735789169952875,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL2,Accelerometer RKN^,Accelerometer,27737,0.09947002199228468,0.09507156505750441,35,34,1.0,2.0166666666666666,5.686666666666664,8.766666666666667
