session,device,gap_samples,gap_s
S1-Drill,Accelerometer RUA_,2485,82.83333333333333
S1-Drill,Accelerometer RUA_,1827,60.9
S1-Drill,Accelerometer RUA_,2137,71.23333333333333
S1-Drill,Accelerometer RUA_,175,5.833333333333333
S1-Drill,Accelerometer RUA_,2072,69.06666666666666
S1-Drill,Accelerometer RUA_,2111,70.36666666666666
S1-Drill,Accelerometer RUA_,450,15.0
S1-Drill,Accelerometer RUA_,2506,83.53333333333333
S1-Drill,Accelerometer RUA_,6656,221.86666666666667
S1-Drill,Accelerometer RUA_,4640,154.66666666666666
S1-Drill,Accelerometer RUA_,6488,216.26666666666668
S1-Drill,Accelerometer RUA_,2049,68.3
S1-Drill,Accelerometer RUA_,251,8.366666666666667
S1-Drill,Accelerometer RUA_,162,5.4
S1-Drill,Accelerometer RUA_,2186,72.86666666666666
S1-Drill,Accelerometer RUA_,7687,256.23333333333335
S1-Drill,Accelerometer RUA_,1085,36.166666666666664
S1-Drill,Accelerometer RUA_,1262,42.06666666666667
S1-Drill,Accelerometer RUA_,31,1.0333333333333334
S1-Drill,Accelerometer RUA_,34,1.1333333333333333
S1-Drill,Accelerometer RUA_,29,0.9666666666666667
S1-Drill,Accelerometer RUA_,34,1.1333333333333333
S1-Drill,Accelerometer RUA_,292,9.733333333333333
S1-Drill,Accelerometer LH,33,1.1
S1-Drill,Accelerometer LH,12,0.4
S1-Drill,Accelerometer LH,33,1.1
S1-Drill,Accelerometer LH,11546,384.8666666666667
S1-Drill,Accelerometer LH,3277,109.23333333333333
S1-Drill,Accelerometer LH,22236,741.2
S1-Drill,Accelerometer LH,9518,317.26666666666665
S1-Drill,Accelerometer LH,7284,242.8
S1-Drill,Accelerometer LH,27,0.9
S1-Drill,Accelerometer LH,33,1.1
S1-Drill,Accelerometer LH,29,0.9666666666666667
S1-Drill,Accelerometer LH,33,1.1
S1-Drill,Accelerometer LH,348,11.6
S1-Drill,Accelerometer RKN_,621,20.7
S1-Drill,Accelerometer RKN_,698,23.266666666666666
S1-Drill,Accelerometer RKN_,10,0.3333333333333333
S1-Drill,Accelerometer RKN_,897,29.9
S1-Drill,Accelerometer RKN_,3330,111.0
S1-Drill,Accelerometer RKN_,569,18.966666666666665
S1-Drill,Accelerometer RKN_,5957,198.56666666666666
S1-Drill,Accelerometer RKN_,206,6.866666666666666
S1-Drill,Accelerometer RKN_,19,0.6333333333333333
S1-Drill,Accelerometer RKN_,966,32.2
S1-Drill,Accelerometer RKN_,933,31.1
S1-Drill,Accelerometer RKN_,17,0.5666666666666667
S1-Drill,Accelerometer RKN_,254,8.466666666666667
S1-Drill,Accelerometer RKN_,281,9.366666666666667
S1-Drill,Accelerometer RKN_,148,4.933333333333334
S1-Drill,Accelerometer RKN_,1825,60.833333333333336
S1-Drill,Accelerometer RKN_,274,9.133333333333333
S1-Drill,Accelerometer RKN_,26,0.8666666666666667
S1-Drill,Accelerometer RKN_,246,8.2
S1-Drill,Accelerometer RKN_,1896,63.2
S1-Drill,Accelerometer RKN_,255,8.5
S1-Drill,Accelerometer RKN_,1543,51.43333333333333
S1-Drill,Accelerometer RKN_,1297,43.233333333333334
S1-Drill,Accelerometer RKN_,5248,174.93333333333334
S1-Drill,Accelerometer RKN_,1611,53.7
S1-Drill,Accelerometer RKN_,231,7.7
S1-Drill,Accelerometer RKN_,261,8.7
S1-Drill,Accelerometer RKN_,15,0.5
S1-Drill,Accelerometer RKN_,1749,58.3
S1-Drill,Accelerometer RKN_,559,18.633333333333333
S1-Drill,Accelerometer RKN_,1330,44.333333333333336
S1-Drill,Accelerometer RKN_,3261,108.7
S1-Drill,Accelerometer RKN_,2301,76.7
S1-Drill,Accelerometer RKN_,554,18.466666666666665
S1-Drill,Accelerometer RKN_,1892,63.06666666666667
S1-Drill,Accelerometer RKN_,275,9.166666666666666
S1-Drill,Accelerometer RKN_,295,9.833333333333334
S1-Drill,Accelerometer RKN_,113,3.7666666666666666
S1-Drill,Accelerometer RKN_,717,23.9
S1-Drill,Accelerometer RKN_,238,7.933333333333334
S1-Drill,Accelerometer RKN_,1288,42.93333333333333
S1-Drill,Accelerometer RKN_,163,5.433333333333334
S1-Drill,Accelerometer RKN_,759,25.3
S1-Drill,Accelerometer RKN_,1211,40.36666666666667
S1-Drill,Accelerometer RKN_,347,11.566666666666666
S1-Drill,Accelerometer RKN_,5246,174.86666666666667
S1-Drill,Accelerometer RUA^,35,1.1666666666666667
S1-Drill,Accelerometer RUA^,37,1.2333333333333334
S1-Drill,Accelerometer RUA^,34,1.1333333333333333
S1-Drill,Accelerometer RUA^,36,1.2
S1-Drill,Accelerometer RUA^,18872,629.0666666666667
S1-Drill,Accelerometer RUA^,35050,1168.3333333333333
S1-Drill,Accelerometer RUA^,31,1.0333333333333334
S1-Drill,Accelerometer RUA^,34,1.1333333333333333
S1-Drill,Accelerometer RUA^,29,0.9666666666666667
S1-Drill,Accelerometer RUA^,34,1.1333333333333333
S1-Drill,Accelerometer RUA^,293,9.766666666666667
S1-Drill,Accelerometer LUA_,37,1.2333333333333334
S1-Drill,Accelerometer LUA_,35,1.1666666666666667
S1-Drill,Accelerometer LUA_,34,1.1333333333333333
S1-Drill,Accelerometer LUA_,34,1.1333333333333333
S1-Drill,Accelerometer LUA_,4786,159.53333333333333
S1-Drill,Accelerometer LUA_,49136,1637.8666666666666
S1-Drill,Accelerometer LUA_,31,1.0333333333333334
S1-Drill,Accelerometer LUA_,34,1.1333333333333333
S1-Drill,Accelerometer LUA_,30,1.0
S1-Drill,Accelerometer LUA_,32,1.0666666666666667
S1-Drill,Accelerometer LUA_,349,11.633333333333333
S1-Drill,Accelerometer LWR,36,1.2
S1-Drill,Accelerometer LWR,35,1.1666666666666667
S1-Drill,Accelerometer LWR,89,2.966666666666667
S1-Drill,Accelerometer LWR,53944,1798.1333333333334
S1-Drill,Accelerometer LWR,30,1.0
S1-Drill,Accelerometer LWR,34,1.1333333333333333
S1-Drill,Accelerometer LWR,30,1.0
S1-Drill,Accelerometer LWR,34,1.1333333333333333
S1-Drill,Accelerometer LWR,349,11.633333333333333
S1-Drill,Accelerometer RH,1,0.03333333333333333
S2-ADL1,Accelerometer RKN^,192,6.4
S2-ADL1,Accelerometer RKN^,1943,64.76666666666667
S2-ADL1,Accelerometer HIP,35671,1189.0333333333333
S2-ADL1,Accelerometer LUA^,15623,520.7666666666667
S2-ADL1,Accelerometer LUA^,11025,367.5
S2-ADL1,Accelerometer LUA^,60,2.0
S2-ADL1,Accelerometer RUA_,16676,555.8666666666667
S2-ADL1,Accelerometer RUA_,578,19.266666666666666
S2-ADL1,Accelerometer LH,24,0.8
S2-ADL1,Accelerometer LH,2812,93.73333333333333
S2-ADL1,Accelerometer LH,150,5.0
S2-ADL1,Accelerometer LH,99,3.3
S2-ADL1,Accelerometer LH,65,2.1666666666666665
S2-ADL1,Accelerometer LH,2,0.06666666666666667
S2-ADL1,Accelerometer LH,2,0.06666666666666667
S2-ADL1,Accelerometer LH,25,0.8333333333333334
S2-ADL1,Accelerometer LH,2334,77.8
S2-ADL1,Accelerometer LH,769,25.633333333333333
S2-ADL1,Accelerometer LH,2448,81.6
S2-ADL1,Accelerometer LH,2947,98.23333333333333
S2-ADL1,Accelerometer LH,248,8.266666666666667
S2-ADL1,Accelerometer LH,286,9.533333333333333
S2-ADL1,Accelerometer LH,46,1.5333333333333334
S2-ADL1,Accelerometer LH,125,4.166666666666667
S2-ADL1,Accelerometer LH,8524,284.1333333333333
S2-ADL1,Accelerometer LH,39,1.3
S2-ADL1,Accelerometer LH,67,2.2333333333333334
S2-ADL1,Accelerometer LH,91,3.033333333333333
S2-ADL1,Accelerometer LH,5401,180.03333333333333
S2-ADL1,Accelerometer LH,5556,185.2
S2-ADL1,Accelerometer LH,688,22.933333333333334
S2-ADL1,Accelerometer LH,20,0.6666666666666666
S2-ADL1,Accelerometer LH,170,5.666666666666667
S2-ADL1,Accelerometer LH,234,7.8
S2-ADL1,Accelerometer LH,274,9.133333333333333
S2-ADL1,Accelerometer LH,498,16.6
S2-ADL1,Accelerometer LH,748,24.933333333333334
S2-ADL1,Accelerometer LH,212,7.066666666666666
S2-ADL1,Accelerometer LH,304,10.133333333333333
S2-ADL1,Accelerometer BACK,12499,416.6333333333333
S2-ADL1,Accelerometer BACK,23409,780.3
S2-ADL1,Accelerometer RKN_,343,11.433333333333334
S2-ADL1,Accelerometer RKN_,12,0.4
S2-ADL1,Accelerometer RKN_,31,1.0333333333333334
S2-ADL1,Accelerometer RKN_,31419,1047.3
S2-ADL1,Accelerometer RWR,1,0.03333333333333333
S2-ADL1,Accelerometer RWR,72,2.4
S2-ADL1,Accelerometer RWR,33048,1101.6
S2-ADL1,Accelerometer RUA^,29,0.9666666666666667
S2-ADL1,Accelerometer RUA^,2837,94.56666666666666
S2-ADL1,Accelerometer RUA^,33055,1101.8333333333333
S2-ADL1,Accelerometer LUA_,28,0.9333333333333333
S2-ADL1,Accelerometer LUA_,2827,94.23333333333333
S2-ADL1,Accelerometer LUA_,157,5.233333333333333
S2-ADL1,Accelerometer LUA_,9470,315.6666666666667
S2-ADL1,Accelerometer LUA_,23424,780.8
S2-ADL1,Accelerometer LWR,26,0.8666666666666667
S2-ADL1,Accelerometer LWR,2830,94.33333333333333
S2-ADL1,Accelerometer LWR,158,5.266666666666667
S2-ADL1,Accelerometer LWR,181,6.033333333333333
S2-ADL1,Accelerometer LWR,2412,80.4
S2-ADL1,Accelerometer LWR,6513,217.1
S2-ADL1,Accelerometer LWR,7227,240.9
S2-ADL1,Accelerometer LWR,1821,60.7
S2-ADL1,Accelerometer LWR,236,7.866666666666666
S2-ADL1,Accelerometer LWR,5389,179.63333333333333
S2-ADL1,Accelerometer LWR,5561,185.36666666666667
S2-ADL1,Accelerometer LWR,1216,40.53333333333333
S2-ADL1,Accelerometer LWR,804,26.8
S2-ADL1,Accelerometer LWR,1295,43.166666666666664
S2-ADL1,Accelerometer RH,1,0.03333333333333333
S2-ADL2,Accelerometer RKN^,11,0.36666666666666664
S2-ADL2,Accelerometer RKN^,62,2.066666666666667
S2-ADL2,Accelerometer RKN^,31,1.0333333333333334
S2-ADL2,Accelerometer RKN^,25379,845.9666666666667
S2-ADL2,Accelerometer HIP,20869,695.6333333333333
S2-ADL2,Accelerometer HIP,1300,43.333333333333336
S2-ADL2,Accelerometer LUA^,9374,312.46666666666664
S2-ADL2,Accelerometer LUA^,14360,478.6666666666667
S2-ADL2,Accelerometer RUA_,27,0.9
S2-ADL2,Accelerometer RUA_,24,0.8
S2-ADL2,Accelerometer RUA_,26,0.8666666666666667
S2-ADL2,Accelerometer RUA_,25,0.8333333333333334
S2-ADL2,Accelerometer RUA_,30,1.0
S2-ADL2,Accelerometer RUA_,2272,75.73333333333333
S2-ADL2,Accelerometer RUA_,26773,892.4333333333333
S2-ADL2,Accelerometer RUA_,35,1.1666666666666667
S2-ADL2,Accelerometer RUA_,29,0.9666666666666667
S2-ADL2,Accelerometer RUA_,29,0.9666666666666667
S2-ADL2,Accelerometer RUA_,31,1.0333333333333334
S2-ADL2,Accelerometer RUA_,403,13.433333333333334
S2-ADL2,Accelerometer LH,24,0.8
S2-ADL2,Accelerometer LH,21,0.7
S2-ADL2,Accelerometer LH,23,0.7666666666666667
S2-ADL2,Accelerometer LH,21,0.7
S2-ADL2,Accelerometer LH,27,0.9
S2-ADL2,Accelerometer LH,1906,63.53333333333333
S2-ADL2,Accelerometer LH,609,20.3
S2-ADL2,Accelerometer LH,1159,38.63333333333333
S2-ADL2,Accelerometer LH,1968,65.6
S2-ADL2,Accelerometer LH,11,0.36666666666666664
S2-ADL2,Accelerometer LH,2467,82.23333333333333
S2-ADL2,Accelerometer LH,4860,162.0
S2-ADL2,Accelerometer LH,1495,49.833333333333336
S2-ADL2,Accelerometer LH,658,21.933333333333334
S2-ADL2,Accelerometer LH,489,16.3
S2-ADL2,Accelerometer LH,4587,152.9
S2-ADL2,Accelerometer LH,1539,51.3
S2-ADL2,Accelerometer LH,3941,131.36666666666667
S2-ADL2,Accelerometer LH,47,1.5666666666666667
S2-ADL2,Accelerometer LH,37,1.2333333333333334
S2-ADL2,Accelerometer LH,1,0.03333333333333333
S2-ADL2,Accelerometer LH,377,12.566666666666666
S2-ADL2,Accelerometer LH,496,16.533333333333335
S2-ADL2,Accelerometer LH,3,0.1
S2-ADL2,Accelerometer LH,1128,37.6
S2-ADL2,Accelerometer LH,30,1.0
S2-ADL2,Accelerometer LH,24,0.8
S2-ADL2,Accelerometer LH,25,0.8333333333333334
S2-ADL2,Accelerometer LH,26,0.8666666666666667
S2-ADL2,Accelerometer LH,12,0.4
S2-ADL2,Accelerometer LH,371,12.366666666666667
S2-ADL2,Accelerometer BACK,34,1.1333333333333333
S2-ADL2,Accelerometer BACK,26112,870.4
S2-ADL2,Accelerometer RKN_,202,6.733333333333333
S2-ADL2,Accelerometer RKN_,25397,846.5666666666667
S2-ADL2,Accelerometer RWR,27,0.9
S2-ADL2,Accelerometer RWR,25,0.8333333333333334
S2-ADL2,Accelerometer RWR,29,0.9666666666666667
S2-ADL2,Accelerometer RWR,23,0.7666666666666667
S2-ADL2,Accelerometer RWR,31,1.0333333333333334
S2-ADL2,Accelerometer RWR,29115,970.5
S2-ADL2,Accelerometer RWR,29,0.9666666666666667
S2-ADL2,Accelerometer RWR,31,1.0333333333333334
S2-ADL2,Accelerometer RWR,31,1.0333333333333334
S2-ADL2,Accelerometer RWR,404,13.466666666666667
S2-ADL2,Accelerometer RUA^,29,0.9666666666666667
S2-ADL2,Accelerometer RUA^,24,0.8
S2-ADL2,Accelerometer RUA^,26,0.8666666666666667
S2-ADL2,Accelerometer RUA^,23,0.7666666666666667
S2-ADL2,Accelerometer RUA^,31,1.0333333333333334
S2-ADL2,Accelerometer RUA^,29061,968.7
S2-ADL2,Accelerometer RUA^,33,1.1
S2-ADL2,Accelerometer RUA^,28,0.9333333333333333
S2-ADL2,Accelerometer RUA^,28,0.9333333333333333
S2-ADL2,Accelerometer RUA^,30,1.0
S2-ADL2,Accelerometer RUA^,404,13.466666666666667
S2-ADL2,Accelerometer LUA_,28,0.9333333333333333
S2-ADL2,Accelerometer LUA_,24,0.8
S2-ADL2,Accelerometer LUA_,27,0.9
S2-ADL2,Accelerometer LUA_,24,0.8
S2-ADL2,Accelerometer LUA_,30,1.0
S2-ADL2,Accelerometer LUA_,3209,106.96666666666667
S2-ADL2,Accelerometer LUA_,24682,822.7333333333333
S2-ADL2,Accelerometer LUA_,83,2.7666666666666666
S2-ADL2,Accelerometer LUA_,30,1.0
S2-ADL2,Accelerometer LUA_,31,1.0333333333333334
S2-ADL2,Accelerometer LUA_,407,13.566666666666666
S2-ADL2,Accelerometer LWR,28,0.9333333333333333
S2-ADL2,Accelerometer LWR,25,0.8333333333333334
S2-ADL2,Accelerometer LWR,27,0.9
S2-ADL2,Accelerometer LWR,21,0.7
S2-ADL2,Accelerometer LWR,30,1.0
S2-ADL2,Accelerometer LWR,5749,191.63333333333333
S2-ADL2,Accelerometer LWR,10383,346.1
S2-ADL2,Accelerometer LWR,12887,429.56666666666666
S2-ADL2,Accelerometer LWR,35,1.1666666666666667
S2-ADL2,Accelerometer LWR,78,2.6
S2-ADL2,Accelerometer LWR,31,1.0333333333333334
S2-ADL2,Accelerometer LWR,407,13.566666666666666
S2-ADL2,Accelerometer RH,1877,62.56666666666667
S2-ADL2,Accelerometer RH,135,4.5
S2-ADL2,Accelerometer RH,757,25.233333333333334
S2-ADL2,Accelerometer RH,946,31.533333333333335
S2-ADL2,Accelerometer RH,5822,194.06666666666666
S2-ADL2,Accelerometer RH,13191,439.7
S2-ADL2,Accelerometer RH,488,16.266666666666666
S2-ADL2,Accelerometer RH,612,20.4
S2-ADL2,Accelerometer RH,3217,107.23333333333333
S2-ADL2,Accelerometer RH,2,0.06666666666666667
S2-ADL2,Accelerometer RH,303,10.1
S2-ADL2,Accelerometer RH,139,4.633333333333334
S2-ADL2,Accelerometer RH,63,2.1
S2-ADL2,Accelerometer RH,155,5.166666666666667
S2-ADL2,Accelerometer RH,127,4.233333333333333
S2-ADL2,Accelerometer RH,850,28.333333333333332
S2-ADL2,Accelerometer RH,30,1.0
S2-ADL2,Accelerometer RH,24,0.8
S2-ADL2,Accelerometer RH,1,0.03333333333333333
S2-ADL3,Accelerometer RKN^,61,2.033333333333333
S2-ADL3,Accelerometer RKN^,11,0.36666666666666664
S2-ADL3,Accelerometer RKN^,10432,347.73333333333335
S2-ADL3,Accelerometer RKN^,61,2.033333333333333
S2-ADL3,Accelerometer RKN^,1,0.03333333333333333
S2-ADL3,Accelerometer RKN^,10236,341.2
S2-ADL3,Accelerometer HIP,6188,206.26666666666668
S2-ADL3,Accelerometer HIP,149,4.966666666666667
S2-ADL3,Accelerometer HIP,3793,126.43333333333334
S2-ADL3,Accelerometer HIP,8423,280.76666666666665
S2-ADL3,Accelerometer HIP,1964,65.46666666666667
S2-ADL3,Accelerometer LUA^,26,0.8666666666666667
S2-ADL3,Accelerometer LUA^,66,2.2
S2-ADL3,Accelerometer LUA^,18,0.6
S2-ADL3,Accelerometer LUA^,33238,1107.9333333333334
S2-ADL3,Accelerometer LUA^,19,0.6333333333333333
S2-ADL3,Accelerometer LUA^,17,0.5666666666666667
S2-ADL3,Accelerometer LUA^,17,0.5666666666666667
S2-ADL3,Accelerometer LUA^,18,0.6
S2-ADL3,Accelerometer LUA^,263,8.766666666666667
S2-ADL3,Accelerometer RUA_,16,0.5333333333333333
S2-ADL3,Accelerometer RUA_,19608,653.6
S2-ADL3,Accelerometer RUA_,12,0.4
S2-ADL3,Accelerometer RUA_,21,0.7
S2-ADL3,Accelerometer RUA_,373,12.433333333333334
S2-ADL3,Accelerometer RUA_,11409,380.3
S2-ADL3,Accelerometer LH,22,0.7333333333333333
S2-ADL3,Accelerometer LH,21,0.7
S2-ADL3,Accelerometer LH,17,0.5666666666666667
S2-ADL3,Accelerometer LH,15,0.5
S2-ADL3,Accelerometer LH,12,0.4
S2-ADL3,Accelerometer LH,1023,34.1
S2-ADL3,Accelerometer LH,165,5.5
S2-ADL3,Accelerometer LH,67,2.2333333333333334
S2-ADL3,Accelerometer LH,33,1.1
S2-ADL3,Accelerometer LH,1421,47.36666666666667
S2-ADL3,Accelerometer LH,2915,97.16666666666667
S2-ADL3,Accelerometer LH,5690,189.66666666666666
S2-ADL3,Accelerometer LH,1336,44.53333333333333
S2-ADL3,Accelerometer LH,169,5.633333333333334
S2-ADL3,Accelerometer LH,1617,53.9
S2-ADL3,Accelerometer LH,40,1.3333333333333333
S2-ADL3,Accelerometer LH,72,2.4
S2-ADL3,Accelerometer LH,460,15.333333333333334
S2-ADL3,Accelerometer LH,37,1.2333333333333334
S2-ADL3,Accelerometer LH,162,5.4
S2-ADL3,Accelerometer LH,9893,329.76666666666665
S2-ADL3,Accelerometer LH,3076,102.53333333333333
S2-ADL3,Accelerometer LH,160,5.333333333333333
S2-ADL3,Accelerometer LH,1302,43.4
S2-ADL3,Accelerometer LH,10,0.3333333333333333
S2-ADL3,Accelerometer LH,680,22.666666666666668
S2-ADL3,Accelerometer LH,726,24.2
S2-ADL3,Accelerometer LH,86,2.8666666666666667
S2-ADL3,Accelerometer LH,368,12.266666666666667
S2-ADL3,Accelerometer LH,225,7.5
S2-ADL3,Accelerometer LH,899,29.966666666666665
S2-ADL3,Accelerometer LH,16,0.5333333333333333
S2-ADL3,Accelerometer LH,13,0.43333333333333335
S2-ADL3,Accelerometer LH,14,0.4666666666666667
S2-ADL3,Accelerometer LH,16,0.5333333333333333
S2-ADL3,Accelerometer LH,8,0.26666666666666666
S2-ADL3,Accelerometer LH,236,7.866666666666666
S2-ADL3,Accelerometer BACK,14569,485.6333333333333
S2-ADL3,Accelerometer BACK,6011,200.36666666666667
S2-ADL3,Accelerometer RKN_,51,1.7
S2-ADL3,Accelerometer RKN_,112,3.7333333333333334
S2-ADL3,Accelerometer RKN_,81,2.7
S2-ADL3,Accelerometer RKN_,12,0.4
S2-ADL3,Accelerometer RKN_,9585,319.5
S2-ADL3,Accelerometer RKN_,10195,339.8333333333333
S2-ADL3,Accelerometer RWR,72,2.4
S2-ADL3,Accelerometer RWR,20,0.6666666666666666
S2-ADL3,Accelerometer RWR,19,0.6333333333333333
S2-ADL3,Accelerometer RWR,6159,205.3
S2-ADL3,Accelerometer RWR,1297,43.233333333333334
S2-ADL3,Accelerometer RWR,12027,400.9
S2-ADL3,Accelerometer RWR,5407,180.23333333333332
S2-ADL3,Accelerometer RWR,6623,220.76666666666668
S2-ADL3,Accelerometer RWR,1626,54.2
S2-ADL3,Accelerometer RWR,19,0.6333333333333333
S2-ADL3,Accelerometer RWR,16,0.5333333333333333
S2-ADL3,Accelerometer RWR,57,1.9
S2-ADL3,Accelerometer RWR,268,8.933333333333334
S2-ADL3,Accelerometer RUA^,27,0.9
S2-ADL3,Accelerometer RUA^,64,2.1333333333333333
S2-ADL3,Accelerometer RUA^,18,0.6
S2-ADL3,Accelerometer RUA^,33238,1107.9333333333334
S2-ADL3,Accelerometer RUA^,19,0.6333333333333333
S2-ADL3,Accelerometer RUA^,15,0.5
S2-ADL3,Accelerometer RUA^,16,0.5333333333333333
S2-ADL3,Accelerometer RUA^,16,0.5333333333333333
S2-ADL3,Accelerometer RUA^,268,8.933333333333334
S2-ADL3,Accelerometer LUA_,28,0.9333333333333333
S2-ADL3,Accelerometer LUA_,24,0.8
S2-ADL3,Accelerometer LUA_,19,0.6333333333333333
S2-ADL3,Accelerometer LUA_,18,0.6
S2-ADL3,Accelerometer LUA_,31544,1051.4666666666667
S2-ADL3,Accelerometer LUA_,518,17.266666666666666
S2-ADL3,Accelerometer LUA_,1137,37.9
S2-ADL3,Accelerometer LUA_,18,0.6
S2-ADL3,Accelerometer LUA_,16,0.5333333333333333
S2-ADL3,Accelerometer LUA_,17,0.5666666666666667
S2-ADL3,Accelerometer LUA_,17,0.5666666666666667
S2-ADL3,Accelerometer LUA_,271,9.033333333333333
S2-ADL3,Accelerometer LWR,28,0.9333333333333333
S2-ADL3,Accelerometer LWR,25,0.8333333333333334
S2-ADL3,Accelerometer LWR,20,0.6666666666666666
S2-ADL3,Accelerometer LWR,16,0.5333333333333333
S2-ADL3,Accelerometer LWR,1386,46.2
S2-ADL3,Accelerometer LWR,4356,145.2
S2-ADL3,Accelerometer LWR,24347,811.5666666666667
S2-ADL3,Accelerometer LWR,3089,102.96666666666667
S2-ADL3,Accelerometer LWR,18,0.6
S2-ADL3,Accelerometer LWR,17,0.5666666666666667
S2-ADL3,Accelerometer LWR,53,1.7666666666666666
S2-ADL3,Accelerometer LWR,271,9.033333333333333
S2-ADL3,Accelerometer RH,2337,77.9
S2-ADL3,Accelerometer RH,224,7.466666666666667
S2-ADL3,Accelerometer RH,1292,43.06666666666667
S2-ADL3,Accelerometer RH,246,8.2
S2-ADL3,Accelerometer RH,1595,53.166666666666664
S2-ADL3,Accelerometer RH,358,11.933333333333334
S2-ADL3,Accelerometer RH,1276,42.53333333333333
S2-ADL3,Accelerometer RH,900,30.0
S2-ADL3,Accelerometer RH,148,4.933333333333334
S2-ADL3,Accelerometer RH,4270,142.33333333333334
S2-ADL3,Accelerometer RH,8,0.26666666666666666
S2-ADL3,Accelerometer RH,179,5.966666666666667
S2-ADL3,Accelerometer RH,973,32.43333333333333
S2-ADL3,Accelerometer RH,5421,180.7
S2-ADL3,Accelerometer RH,618,20.6
S2-ADL3,Accelerometer RH,81,2.7
S2-ADL3,Accelerometer RH,92,3.066666666666667
S2-ADL3,Accelerometer RH,12,0.4
S2-ADL3,Accelerometer RH,81,2.7
S2-ADL3,Accelerometer RH,11,0.36666666666666664
S2-ADL3,Accelerometer RH,81,2.7
S2-ADL3,Accelerometer RH,81,2.7
S2-ADL3,Accelerometer RH,81,2.7
S2-ADL3,Accelerometer RH,1780,59.333333333333336
S2-ADL3,Accelerometer RH,102,3.4
S2-ADL3,Accelerometer RH,1859,61.96666666666667
S2-ADL3,Accelerometer RH,18,0.6
S2-ADL3,Accelerometer RH,449,14.966666666666667
S2-ADL3,Accelerometer RH,4892,163.06666666666666
S2-ADL3,Accelerometer RH,83,2.7666666666666666
S2-ADL3,Accelerometer RH,534,17.8
S2-ADL3,Accelerometer RH,1848,61.6
S2-ADL3,Accelerometer RH,286,9.533333333333333
S2-ADL3,Accelerometer RH,17,0.5666666666666667
S2-ADL3,Accelerometer RH,14,0.4666666666666667
S2-ADL3,Accelerometer RH,13,0.43333333333333335
S2-ADL3,Accelerometer RH,14,0.4666666666666667
S2-ADL3,Accelerometer RH,269,8.966666666666667
S2-ADL4,Accelerometer RKN^,82,2.7333333333333334
S2-ADL4,Accelerometer RKN^,9898,329.93333333333334
S2-ADL4,Accelerometer RKN^,13176,439.2
S2-ADL4,Accelerometer RKN^,8123,270.76666666666665
S2-ADL4,Accelerometer HIP,196,6.533333333333333
S2-ADL4,Accelerometer HIP,30585,1019.5
S2-ADL4,Accelerometer LUA^,21,0.7
S2-ADL4,Accelerometer LUA^,21,0.7
S2-ADL4,Accelerometer LUA^,22,0.7333333333333333
S2-ADL4,Accelerometer LUA^,23,0.7666666666666667
S2-ADL4,Accelerometer LUA^,1578,52.6
S2-ADL4,Accelerometer LUA^,27722,924.0666666666667
S2-ADL4,Accelerometer LUA^,1484,49.46666666666667
S2-ADL4,Accelerometer LUA^,20,0.6666666666666666
S2-ADL4,Accelerometer LUA^,17,0.5666666666666667
S2-ADL4,Accelerometer LUA^,18,0.6
S2-ADL4,Accelerometer LUA^,15,0.5
S2-ADL4,Accelerometer LUA^,270,9.0
S2-ADL4,Accelerometer RUA_,22,0.7333333333333333
S2-ADL4,Accelerometer RUA_,20,0.6666666666666666
S2-ADL4,Accelerometer RUA_,22,0.7333333333333333
S2-ADL4,Accelerometer RUA_,25,0.8333333333333334
S2-ADL4,Accelerometer RUA_,31786,1059.5333333333333
S2-ADL4,Accelerometer RUA_,19,0.6333333333333333
S2-ADL4,Accelerometer RUA_,17,0.5666666666666667
S2-ADL4,Accelerometer RUA_,18,0.6
S2-ADL4,Accelerometer RUA_,14,0.4666666666666667
S2-ADL4,Accelerometer RUA_,271,9.033333333333333
S2-ADL4,Accelerometer LH,19,0.6333333333333333
S2-ADL4,Accelerometer LH,16,0.5333333333333333
S2-ADL4,Accelerometer LH,19,0.6333333333333333
S2-ADL4,Accelerometer LH,20,0.6666666666666666
S2-ADL4,Accelerometer LH,1504,50.13333333333333
S2-ADL4,Accelerometer LH,50,1.6666666666666667
S2-ADL4,Accelerometer LH,2476,82.53333333333333
S2-ADL4,Accelerometer LH,1624,54.13333333333333
S2-ADL4,Accelerometer LH,1623,54.1
S2-ADL4,Accelerometer LH,77,2.566666666666667
S2-ADL4,Accelerometer LH,6069,202.3
S2-ADL4,Accelerometer LH,6314,210.46666666666667
S2-ADL4,Accelerometer LH,13,0.43333333333333335
S2-ADL4,Accelerometer LH,6237,207.9
S2-ADL4,Accelerometer LH,2746,91.53333333333333
S2-ADL4,Accelerometer LH,25,0.8333333333333334
S2-ADL4,Accelerometer LH,14,0.4666666666666667
S2-ADL4,Accelerometer LH,239,7.966666666666667
S2-ADL4,Accelerometer LH,885,29.5
S2-ADL4,Accelerometer LH,198,6.6
S2-ADL4,Accelerometer LH,275,9.166666666666666
S2-ADL4,Accelerometer LH,1010,33.666666666666664
S2-ADL4,Accelerometer LH,16,0.5333333333333333
S2-ADL4,Accelerometer LH,16,0.5333333333333333
S2-ADL4,Accelerometer LH,16,0.5333333333333333
S2-ADL4,Accelerometer LH,10,0.3333333333333333
S2-ADL4,Accelerometer LH,6,0.2
S2-ADL4,Accelerometer LH,242,8.066666666666666
S2-ADL4,Accelerometer BACK,55,1.8333333333333333
