subject,imu,run_samples,run_s
subject102,chest,7,0.07
subject102,chest,3,0.03
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,5,0.05
subject102,chest,11,0.11
subject102,chest,1,0.01
subject102,chest,5,0.05
subject102,chest,3,0.03
subject102,chest,1,0.01
subject102,chest,4,0.04
subject102,chest,3,0.03
subject102,chest,2,0.02
subject102,chest,2,0.02
subject102,chest,1,0.01
subject102,chest,2,0.02
subject102,chest,8,0.08
subject102,chest,12,0.12
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,4,0.04
subject102,chest,28,0.28
subject102,chest,1,0.01
subject102,chest,4,0.04
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,4,0.04
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,7,0.07
subject102,chest,2,0.02
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,2,0.02
subject102,chest,2,0.02
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,2,0.02
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,2,0.02
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,3,0.03
subject102,chest,1,0.01
subject102,chest,2,0.02
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,5,0.05
subject102,chest,2,0.02
subject102,chest,2,0.02
subject102,chest,2,0.02
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,3,0.03
subject102,chest,11,0.11
subject102,chest,2,0.02
subject102,chest,16,0.16
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,2,0.02
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,4,0.04
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,3,0.03
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,3,0.03
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,3,0.03
subject102,chest,2,0.02
subject102,chest,2,0.02
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,2,0.02
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,3,0.03
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,2,0.02
subject102,chest,1,0.01
subject102,chest,2,0.02
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,20,0.2
subject102,chest,2,0.02
subject102,chest,2,0.02
subject102,chest,2,0.02
subject102,chest,1,0.01
subject102,chest,1,0.01
subject102,chest,2,0.02
subject102,chest,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,6,0.06
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,4,0.04
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,3,0.03
subject102,ankle,5,0.05
subject102,ankle,10,0.1
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,13,0.13
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,5,0.05
subject102,ankle,2,0.02
subject102,ankle,10,0.1
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,13,0.13
subject102,ankle,5,0.05
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,4,0.04
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,4,0.04
subject102,ankle,3,0.03
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,3,0.03
subject102,ankle,4,0.04
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,8,0.08
subject102,ankle,4,0.04
subject102,ankle,4,0.04
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,2,0.02
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,3,0.03
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,7,0.07
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,4,0.04
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,3,0.03
subject102,ankle,3,0.03
subject102,ankle,2,0.02
subject102,ankle,4,0.04
subject102,ankle,7,0.07
subject102,ankle,14,0.14
subject102,ankle,1,0.01
subject102,ankle,7,0.07
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,14,0.14
subject102,ankle,4,0.04
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,5,0.05
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,47,0.47
subject102,ankle,4,0.04
subject102,ankle,5,0.05
subject102,ankle,3,0.03
subject102,ankle,59,0.59
subject102,ankle,7,0.07
subject102,ankle,3,0.03
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,6,0.06
subject102,ankle,2,0.02
subject102,ankle,12,0.12
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,16,0.16
subject102,ankle,6,0.06
subject102,ankle,1,0.01
subject102,ankle,28,0.28
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,4,0.04
subject102,ankle,1,0.01
subject102,ankle,10,0.1
subject102,ankle,6,0.06
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,5,0.05
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,3,0.03
subject102,ankle,2,0.02
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,4,0.04
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,4,0.04
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,7,0.07
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,3,0.03
subject102,ankle,2,0.02
subject102,ankle,3,0.03
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,6,0.06
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,4,0.04
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,3,0.03
subject102,ankle,6,0.06
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,12,0.12
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,5,0.05
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,6,0.06
subject102,ankle,3,0.03
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,4,0.04
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,3,0.03
subject102,ankle,3,0.03
subject102,ankle,2,0.02
subject102,ankle,6,0.06
subject102,ankle,2,0.02
subject102,ankle,4,0.04
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,4,0.04
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,11,0.11
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,3,0.03
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,1,0.01
subject102,ankle,2,0.02
subject102,ankle,2,0.02
subject102,ankle,1,0.01
