subject,session,device,kind,run_samples,run_s,boundary
S2,S2-ADL2,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,21,0.7,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,49,1.6333333333333333,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,823,27.433333333333334,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,28,0.9333333333333333,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,21,0.7,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,50,1.6666666666666667,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,33,1.1,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,23,0.7666666666666667,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,25,0.8333333333333334,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,25,0.8333333333333334,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,24,0.8,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,23,0.7666666666666667,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LH,Accelerometer,211,7.033333333333333,True
S2,S2-ADL2,Accelerometer BACK,Accelerometer,21,0.7,False
S2,S2-ADL2,Accelerometer BACK,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer BACK,Accelerometer,210,7.0,True
S2,S2-ADL2,Accelerometer RKN_,Accelerometer,54,1.8,False
S2,S2-ADL2,Accelerometer RKN_,Accelerometer,55,1.8333333333333333,False
S2,S2-ADL2,Accelerometer RKN_,Accelerometer,211,7.033333333333333,True
S2,S2-ADL2,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer RWR,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL2,Accelerometer RWR,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL2,Accelerometer RWR,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL2,Accelerometer RWR,Accelerometer,21,0.7,False
S2,S2-ADL2,Accelerometer RWR,Accelerometer,209,6.966666666666667,True
S2,S2-ADL2,Accelerometer RUA^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer RUA^,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL2,Accelerometer RUA^,Accelerometer,21,0.7,False
S2,S2-ADL2,Accelerometer RUA^,Accelerometer,22,0.7333333333333333,False
S2,S2-ADL2,Accelerometer RUA^,Accelerometer,21,0.7,False
S2,S2-ADL2,Accelerometer RUA^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer RUA^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer RUA^,Accelerometer,22,0.7333333333333333,False
S2,S2-ADL2,Accelerometer RUA^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer RUA^,Accelerometer,21,0.7,False
S2,S2-ADL2,Accelerometer RUA^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer RUA^,Accelerometer,209,6.966666666666667,True
S2,S2-ADL2,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LUA_,Accelerometer,21,0.7,False
S2,S2-ADL2,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LUA_,Accelerometer,21,0.7,False
S2,S2-ADL2,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LUA_,Accelerometer,1169,38.96666666666667,False
S2,S2-ADL2,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LUA_,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL2,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LUA_,Accelerometer,207,6.9,True
S2,S2-ADL2,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LWR,Accelerometer,21,0.7,False
S2,S2-ADL2,Accelerometer LWR,Accelerometer,21,0.7,False
S2,S2-ADL2,Accelerometer LWR,Accelerometer,23,0.7666666666666667,False
S2,S2-ADL2,Accelerometer LWR,Accelerometer,21,0.7,False
S2,S2-ADL2,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer LWR,Accelerometer,206,6.866666666666666,True
S2,S2-ADL2,Accelerometer RH,Accelerometer,319,10.633333333333333,True
S2,S2-ADL2,Accelerometer RH,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL2,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer RH,Accelerometer,26,0.8666666666666667,False
S2,S2-ADL2,Accelerometer RH,Accelerometer,22,0.7333333333333333,False
S2,S2-ADL2,Accelerometer RH,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL2,Accelerometer RH,Accelerometer,31,1.0333333333333334,False
S2,S2-ADL2,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer RH,Accelerometer,30,1.0,False
S2,S2-ADL2,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer RH,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL2,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL2,Accelerometer RH,Accelerometer,28,0.9333333333333333,False
S2,S2-ADL2,Accelerometer RH,Accelerometer,23,0.7666666666666667,False
S2,S2-ADL2,Accelerometer RH,Accelerometer,25,0.8333333333333334,False
S2,S2-ADL2,Accelerometer RH,Accelerometer,527,17.566666666666666,False
S2,S2-ADL2,Accelerometer RH,Accelerometer,215,7.166666666666667,True
S2,S2-ADL2,InertialMeasurementUnit BACK,InertialMeasurementUnit,172,5.733333333333333,True
S2,S2-ADL2,InertialMeasurementUnit RUA,InertialMeasurementUnit,172,5.733333333333333,True
S2,S2-ADL2,InertialMeasurementUnit RLA,InertialMeasurementUnit,172,5.733333333333333,True
S2,S2-ADL2,InertialMeasurementUnit LUA,InertialMeasurementUnit,172,5.733333333333333,True
S2,S2-ADL2,InertialMeasurementUnit LLA,InertialMeasurementUnit,172,5.733333333333333,True
S2,S2-ADL3,Accelerometer RKN^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RKN^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RKN^,Accelerometer,32,1.0666666666666667,False
S2,S2-ADL3,Accelerometer RKN^,Accelerometer,26,0.8666666666666667,False
S2,S2-ADL3,Accelerometer RKN^,Accelerometer,37,1.2333333333333334,False
S2,S2-ADL3,Accelerometer RKN^,Accelerometer,74,2.466666666666667,False
S2,S2-ADL3,Accelerometer RKN^,Accelerometer,271,9.033333333333333,True
S2,S2-ADL3,Accelerometer HIP,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL3,Accelerometer HIP,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer HIP,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer HIP,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer HIP,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer HIP,Accelerometer,277,9.233333333333333,True
S2,S2-ADL3,Accelerometer LUA^,Accelerometer,21,0.7,False
S2,S2-ADL3,Accelerometer LUA^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LUA^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LUA^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LUA^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LUA^,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL3,Accelerometer LUA^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LUA^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LUA^,Accelerometer,21,0.7,False
S2,S2-ADL3,Accelerometer LUA^,Accelerometer,276,9.2,True
S2,S2-ADL3,Accelerometer RUA_,Accelerometer,151,5.033333333333333,False
S2,S2-ADL3,Accelerometer RUA_,Accelerometer,1969,65.63333333333334,False
S2,S2-ADL3,Accelerometer RUA_,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL3,Accelerometer RUA_,Accelerometer,92,3.066666666666667,False
S2,S2-ADL3,Accelerometer RUA_,Accelerometer,39,1.3,False
S2,S2-ADL3,Accelerometer RUA_,Accelerometer,79,2.6333333333333333,False
S2,S2-ADL3,Accelerometer RUA_,Accelerometer,267,8.9,True
S2,S2-ADL3,Accelerometer LH,Accelerometer,25,0.8333333333333334,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,25,0.8333333333333334,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,24,0.8,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,22,0.7333333333333333,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,25,0.8333333333333334,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,21,0.7,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,22,0.7333333333333333,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,41,1.3666666666666667,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,22,0.7333333333333333,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,31,1.0333333333333334,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,54,1.8,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,24,0.8,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,23,0.7666666666666667,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,24,0.8,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,23,0.7666666666666667,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,21,0.7,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,24,0.8,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LH,Accelerometer,276,9.2,True
S2,S2-ADL3,Accelerometer BACK,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer BACK,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer BACK,Accelerometer,274,9.133333333333333,True
S2,S2-ADL3,Accelerometer RKN_,Accelerometer,48,1.6,False
S2,S2-ADL3,Accelerometer RKN_,Accelerometer,36,1.2,False
S2,S2-ADL3,Accelerometer RKN_,Accelerometer,22,0.7333333333333333,False
S2,S2-ADL3,Accelerometer RKN_,Accelerometer,34,1.1333333333333333,False
S2,S2-ADL3,Accelerometer RKN_,Accelerometer,36,1.2,False
S2,S2-ADL3,Accelerometer RKN_,Accelerometer,24,0.8,False
S2,S2-ADL3,Accelerometer RKN_,Accelerometer,269,8.966666666666667,True
S2,S2-ADL3,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RWR,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL3,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RWR,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL3,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RWR,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL3,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RWR,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL3,Accelerometer RWR,Accelerometer,272,9.066666666666666,True
S2,S2-ADL3,Accelerometer RUA^,Accelerometer,21,0.7,False
S2,S2-ADL3,Accelerometer RUA^,Accelerometer,21,0.7,False
S2,S2-ADL3,Accelerometer RUA^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RUA^,Accelerometer,21,0.7,False
S2,S2-ADL3,Accelerometer RUA^,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL3,Accelerometer RUA^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RUA^,Accelerometer,21,0.7,False
S2,S2-ADL3,Accelerometer RUA^,Accelerometer,21,0.7,False
S2,S2-ADL3,Accelerometer RUA^,Accelerometer,21,0.7,False
S2,S2-ADL3,Accelerometer RUA^,Accelerometer,272,9.066666666666666,True
S2,S2-ADL3,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LUA_,Accelerometer,21,0.7,False
S2,S2-ADL3,Accelerometer LUA_,Accelerometer,21,0.7,False
S2,S2-ADL3,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LUA_,Accelerometer,21,0.7,False
S2,S2-ADL3,Accelerometer LUA_,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL3,Accelerometer LUA_,Accelerometer,270,9.0,True
S2,S2-ADL3,Accelerometer LWR,Accelerometer,22,0.7333333333333333,False
S2,S2-ADL3,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LWR,Accelerometer,21,0.7,False
S2,S2-ADL3,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LWR,Accelerometer,22,0.7333333333333333,False
S2,S2-ADL3,Accelerometer LWR,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL3,Accelerometer LWR,Accelerometer,21,0.7,False
S2,S2-ADL3,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LWR,Accelerometer,21,0.7,False
S2,S2-ADL3,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer LWR,Accelerometer,270,9.0,True
S2,S2-ADL3,Accelerometer RH,Accelerometer,290,9.666666666666666,True
S2,S2-ADL3,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,21,0.7,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,25,0.8333333333333334,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,23,0.7666666666666667,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,41,1.3666666666666667,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,21,0.7,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,23,0.7666666666666667,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,26,0.8666666666666667,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,24,0.8,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,22,0.7333333333333333,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,37,1.2333333333333334,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,36,1.2,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,30,1.0,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,64,2.1333333333333333,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,50,1.6666666666666667,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,55,1.8333333333333333,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,77,2.566666666666667,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,54,1.8,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,58,1.9333333333333333,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,45,1.5,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,42,1.4,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,37,1.2333333333333334,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,23,0.7666666666666667,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,21,0.7,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,23,0.7666666666666667,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,24,0.8,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,24,0.8,False
S2,S2-ADL3,Accelerometer RH,Accelerometer,255,8.5,True
S2,S2-ADL3,InertialMeasurementUnit BACK,InertialMeasurementUnit,248,8.266666666666667,True
S2,S2-ADL3,InertialMeasurementUnit RUA,InertialMeasurementUnit,248,8.266666666666667,True
S2,S2-ADL3,InertialMeasurementUnit RLA,InertialMeasurementUnit,248,8.266666666666667,True
S2,S2-ADL3,InertialMeasurementUnit LUA,InertialMeasurementUnit,248,8.266666666666667,True
S2,S2-ADL3,InertialMeasurementUnit LLA,InertialMeasurementUnit,248,8.266666666666667,True
S2,S2-ADL3,InertialMeasurementUnit L-SHOE,InertialMeasurementUnit,172,5.733333333333333,True
S2,S2-ADL3,InertialMeasurementUnit R-SHOE,InertialMeasurementUnit,172,5.733333333333333,True
S2,S2-ADL4,Accelerometer RKN^,Accelerometer,42,1.4,False
S2,S2-ADL4,Accelerometer RKN^,Accelerometer,34,1.1333333333333333,False
S2,S2-ADL4,Accelerometer RKN^,Accelerometer,62,2.066666666666667,False
S2,S2-ADL4,Accelerometer RKN^,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL4,Accelerometer RKN^,Accelerometer,231,7.7,True
S2,S2-ADL4,Accelerometer HIP,Accelerometer,27,0.9,False
S2,S2-ADL4,Accelerometer HIP,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL4,Accelerometer HIP,Accelerometer,231,7.7,True
S2,S2-ADL4,Accelerometer LUA^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer LUA^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer LUA^,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL4,Accelerometer LUA^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer LUA^,Accelerometer,21,0.7,False
S2,S2-ADL4,Accelerometer LUA^,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL4,Accelerometer LUA^,Accelerometer,979,32.63333333333333,False
S2,S2-ADL4,Accelerometer LUA^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer LUA^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer LUA^,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer LUA^,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL4,Accelerometer LUA^,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL4,Accelerometer LUA^,Accelerometer,231,7.7,True
S2,S2-ADL4,Accelerometer RUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer RUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer RUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer RUA_,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL4,Accelerometer RUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer RUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer RUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer RUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer RUA_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer RUA_,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL4,Accelerometer RUA_,Accelerometer,227,7.566666666666666,True
S2,S2-ADL4,Accelerometer LH,Accelerometer,22,0.7333333333333333,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,25,0.8333333333333334,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,21,0.7,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,25,0.8333333333333334,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,25,0.8333333333333334,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,24,0.8,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,21,0.7,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,31,1.0333333333333334,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,37,1.2333333333333334,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,49,1.6333333333333333,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,24,0.8,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,21,0.7,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,24,0.8,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,21,0.7,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,24,0.8,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,22,0.7333333333333333,False
S2,S2-ADL4,Accelerometer LH,Accelerometer,229,7.633333333333334,True
S2,S2-ADL4,Accelerometer BACK,Accelerometer,19,0.6333333333333333,False
S2,S2-ADL4,Accelerometer BACK,Accelerometer,23,0.7666666666666667,False
S2,S2-ADL4,Accelerometer BACK,Accelerometer,229,7.633333333333334,True
S2,S2-ADL4,Accelerometer RKN_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer RKN_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer RKN_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer RKN_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer RKN_,Accelerometer,20,0.6666666666666666,False
S2,S2-ADL4,Accelerometer RKN_,Accelerometer,20,0.6666666666666666,False
