series,run_s,ccdf
PAMAP2 IMU (100 Hz),0.01,0.7717842323651453
PAMAP2 IMU (100 Hz),0.01,0.7717303443444522
PAMAP2 IMU (100 Hz),0.01,0.7716764563237593
PAMAP2 IMU (100 Hz),0.01,0.7716225683030662
PAMAP2 IMU (100 Hz),0.01,0.7715686802823732
PAMAP2 IMU (100 Hz),0.01,0.7715147922616803
PAMAP2 IMU (100 Hz),0.01,0.7714609042409872
PAMAP2 IMU (100 Hz),0.01,0.7714070162202942
PAMAP2 IMU (100 Hz),0.01,0.7713531281996012
PAMAP2 IMU (100 Hz),0.01,0.7712992401789083
PAMAP2 IMU (100 Hz),0.01,0.7712453521582152
PAMAP2 IMU (100 Hz),0.01,0.7711914641375223
PAMAP2 IMU (100 Hz),0.01,0.7711375761168292
PAMAP2 IMU (100 Hz),0.01,0.7710836880961363
PAMAP2 IMU (100 Hz),0.01,0.7710298000754432
PAMAP2 IMU (100 Hz),0.01,0.7709759120547502
PAMAP2 IMU (100 Hz),0.01,0.7709220240340573
PAMAP2 IMU (100 Hz),0.01,0.7708681360133642
PAMAP2 IMU (100 Hz),0.01,0.7708142479926712
PAMAP2 IMU (100 Hz),0.01,0.7707603599719782
PAMAP2 IMU (100 Hz),0.01,0.7707064719512853
PAMAP2 IMU (100 Hz),0.01,0.7706525839305922
PAMAP2 IMU (100 Hz),0.01,0.7705986959098993
PAMAP2 IMU (100 Hz),0.01,0.7705448078892062
PAMAP2 IMU (100 Hz),0.01,0.7704909198685133
PAMAP2 IMU (100 Hz),0.01,0.7704370318478202
PAMAP2 IMU (100 Hz),0.01,0.7703831438271272
PAMAP2 IMU (100 Hz),0.01,0.7703292558064343
PAMAP2 IMU (100 Hz),0.01,0.7702753677857412
PAMAP2 IMU (100 Hz),0.01,0.7702214797650482
PAMAP2 IMU (100 Hz),0.01,0.7701675917443552
PAMAP2 IMU (100 Hz),0.01,0.7701137037236623
PAMAP2 IMU (100 Hz),0.01,0.7700598157029692
PAMAP2 IMU (100 Hz),0.01,0.7700059276822763
PAMAP2 IMU (100 Hz),0.01,0.7699520396615832
PAMAP2 IMU (100 Hz),0.01,0.7698981516408903
PAMAP2 IMU (100 Hz),0.01,0.7698442636201972
PAMAP2 IMU (100 Hz),0.01,0.7697903755995043
PAMAP2 IMU (100 Hz),0.01,0.7697364875788112
PAMAP2 IMU (100 Hz),0.01,0.7696825995581182
PAMAP2 IMU (100 Hz),0.01,0.7696287115374252
PAMAP2 IMU (100 Hz),0.01,0.7695748235167322
PAMAP2 IMU (100 Hz),0.01,0.7695209354960393
PAMAP2 IMU (100 Hz),0.01,0.7694670474753462
PAMAP2 IMU (100 Hz),0.01,0.7694131594546532
PAMAP2 IMU (100 Hz),0.01,0.7693592714339602
PAMAP2 IMU (100 Hz),0.01,0.7693053834132673
PAMAP2 IMU (100 Hz),0.01,0.7692514953925742
PAMAP2 IMU (100 Hz),0.01,0.7691976073718813
PAMAP2 IMU (100 Hz),0.01,0.7691437193511882
PAMAP2 IMU (100 Hz),0.01,0.7690898313304952
PAMAP2 IMU (100 Hz),0.01,0.7690359433098022
PAMAP2 IMU (100 Hz),0.01,0.7689820552891092
PAMAP2 IMU (100 Hz),0.01,0.7689281672684163
PAMAP2 IMU (100 Hz),0.01,0.7688742792477232
PAMAP2 IMU (100 Hz),0.01,0.7688203912270302
PAMAP2 IMU (100 Hz),0.01,0.7687665032063372
PAMAP2 IMU (100 Hz),0.01,0.7687126151856443
PAMAP2 IMU (100 Hz),0.01,0.7686587271649512
PAMAP2 IMU (100 Hz),0.01,0.7686048391442583
PAMAP2 IMU (100 Hz),0.01,0.7685509511235652
PAMAP2 IMU (100 Hz),0.01,0.7684970631028722
PAMAP2 IMU (100 Hz),0.01,0.7684431750821792
PAMAP2 IMU (100 Hz),0.01,0.7683892870614862
PAMAP2 IMU (100 Hz),0.01,0.7683353990407933
PAMAP2 IMU (100 Hz),0.01,0.7682815110201002
PAMAP2 IMU (100 Hz),0.01,0.7682276229994072
PAMAP2 IMU (100 Hz),0.01,0.7681737349787142
PAMAP2 IMU (100 Hz),0.01,0.7681198469580213
PAMAP2 IMU (100 Hz),0.01,0.7680659589373282
PAMAP2 IMU (100 Hz),0.01,0.7680120709166353
PAMAP2 IMU (100 Hz),0.01,0.7679581828959422
PAMAP2 IMU (100 Hz),0.01,0.7679042948752492
PAMAP2 IMU (100 Hz),0.01,0.7678504068545562
PAMAP2 IMU (100 Hz),0.01,0.7677965188338632
PAMAP2 IMU (100 Hz),0.01,0.7677426308131703
PAMAP2 IMU (100 Hz),0.01,0.7676887427924772
PAMAP2 IMU (100 Hz),0.01,0.7676348547717842
PAMAP2 IMU (100 Hz),0.01,0.7675809667510912
PAMAP2 IMU (100 Hz),0.01,0.7675270787303983
PAMAP2 IMU (100 Hz),0.01,0.7674731907097052
PAMAP2 IMU (100 Hz),0.01,0.7674193026890123
PAMAP2 IMU (100 Hz),0.01,0.7673654146683192
PAMAP2 IMU (100 Hz),0.01,0.7673115266476263
PAMAP2 IMU (100 Hz),0.01,0.7672576386269332
PAMAP2 IMU (100 Hz),0.01,0.7672037506062402
PAMAP2 IMU (100 Hz),0.01,0.7671498625855473
PAMAP2 IMU (100 Hz),0.01,0.7670959745648542
PAMAP2 IMU (100 Hz),0.01,0.7670420865441612
PAMAP2 IMU (100 Hz),0.01,0.7669881985234682
PAMAP2 IMU (100 Hz),0.01,0.7669343105027753
PAMAP2 IMU (100 Hz),0.01,0.7668804224820822
PAMAP2 IMU (100 Hz),0.01,0.7668265344613893
PAMAP2 IMU (100 Hz),0.01,0.7667726464406962
PAMAP2 IMU (100 Hz),0.01,0.7667187584200033
PAMAP2 IMU (100 Hz),0.01,0.7666648703993102
PAMAP2 IMU (100 Hz),0.01,0.7666109823786172
PAMAP2 IMU (100 Hz),0.01,0.7665570943579243
PAMAP2 IMU (100 Hz),0.01,0.7665032063372312
PAMAP2 IMU (100 Hz),0.01,0.7664493183165382
PAMAP2 IMU (100 Hz),0.01,0.7663954302958452
PAMAP2 IMU (100 Hz),0.01,0.7663415422751523
PAMAP2 IMU (100 Hz),0.01,0.7662876542544592
PAMAP2 IMU (100 Hz),0.01,0.7662337662337663
PAMAP2 IMU (100 Hz),0.01,0.7661798782130732
PAMAP2 IMU (100 Hz),0.01,0.7661259901923803
PAMAP2 IMU (100 Hz),0.01,0.7660721021716872
PAMAP2 IMU (100 Hz),0.01,0.7660182141509942
PAMAP2 IMU (100 Hz),0.01,0.7659643261303013
PAMAP2 IMU (100 Hz),0.01,0.7659104381096082
PAMAP2 IMU (100 Hz),0.01,0.7658565500889152
PAMAP2 IMU (100 Hz),0.01,0.7658026620682222
PAMAP2 IMU (100 Hz),0.01,0.7657487740475293
PAMAP2 IMU (100 Hz),0.01,0.7656948860268362
PAMAP2 IMU (100 Hz),0.01,0.7656409980061433
PAMAP2 IMU (100 Hz),0.01,0.7655871099854502
PAMAP2 IMU (100 Hz),0.01,0.7655332219647573
PAMAP2 IMU (100 Hz),0.01,0.7654793339440642
PAMAP2 IMU (100 Hz),0.01,0.7654254459233713
PAMAP2 IMU (100 Hz),0.01,0.7653715579026783
PAMAP2 IMU (100 Hz),0.01,0.7653176698819852
PAMAP2 IMU (100 Hz),0.01,0.7652637818612922
PAMAP2 IMU (100 Hz),0.01,0.7652098938405992
PAMAP2 IMU (100 Hz),0.01,0.7651560058199063
PAMAP2 IMU (100 Hz),0.01,0.7651021177992132
PAMAP2 IMU (100 Hz),0.01,0.7650482297785203
PAMAP2 IMU (100 Hz),0.01,0.7649943417578272
PAMAP2 IMU (100 Hz),0.01,0.7649404537371343
PAMAP2 IMU (100 Hz),0.01,0.7648865657164412
PAMAP2 IMU (100 Hz),0.01,0.7648326776957483
PAMAP2 IMU (100 Hz),0.01,0.7647787896750553
PAMAP2 IMU (100 Hz),0.01,0.7647249016543622
PAMAP2 IMU (100 Hz),0.01,0.7646710136336692
PAMAP2 IMU (100 Hz),0.01,0.7646171256129762
PAMAP2 IMU (100 Hz),0.01,0.7645632375922833
PAMAP2 IMU (100 Hz),0.01,0.7645093495715902
PAMAP2 IMU (100 Hz),0.01,0.7644554615508973
PAMAP2 IMU (100 Hz),0.01,0.7644015735302042
PAMAP2 IMU (100 Hz),0.01,0.7643476855095113
PAMAP2 IMU (100 Hz),0.01,0.7642937974888182
PAMAP2 IMU (100 Hz),0.01,0.7642399094681253
PAMAP2 IMU (100 Hz),0.01,0.7641860214474322
PAMAP2 IMU (100 Hz),0.01,0.7641321334267392
PAMAP2 IMU (100 Hz),0.01,0.7640782454060462
PAMAP2 IMU (100 Hz),0.01,0.7640243573853532
PAMAP2 IMU (100 Hz),0.01,0.7639704693646603
PAMAP2 IMU (100 Hz),0.01,0.7639165813439672
PAMAP2 IMU (100 Hz),0.01,0.7638626933232743
PAMAP2 IMU (100 Hz),0.01,0.7638088053025812
PAMAP2 IMU (100 Hz),0.01,0.7637549172818883
PAMAP2 IMU (100 Hz),0.01,0.7637010292611952
PAMAP2 IMU (100 Hz),0.01,0.7636471412405023
PAMAP2 IMU (100 Hz),0.01,0.7635932532198092
PAMAP2 IMU (100 Hz),0.01,0.7635393651991162
PAMAP2 IMU (100 Hz),0.01,0.7634854771784232
PAMAP2 IMU (100 Hz),0.01,0.7634315891577302
PAMAP2 IMU (100 Hz),0.01,0.7633777011370373
PAMAP2 IMU (100 Hz),0.01,0.7633238131163442
PAMAP2 IMU (100 Hz),0.01,0.7632699250956512
PAMAP2 IMU (100 Hz),0.01,0.7632160370749582
PAMAP2 IMU (100 Hz),0.01,0.7631621490542653
PAMAP2 IMU (100 Hz),0.01,0.7631082610335722
PAMAP2 IMU (100 Hz),0.01,0.7630543730128793
PAMAP2 IMU (100 Hz),0.01,0.7630004849921862
PAMAP2 IMU (100 Hz),0.01,0.7629465969714933
PAMAP2 IMU (100 Hz),0.01,0.7628927089508002
PAMAP2 IMU (100 Hz),0.01,0.7628388209301072
PAMAP2 IMU (100 Hz),0.01,0.7627849329094143
PAMAP2 IMU (100 Hz),0.01,0.7627310448887212
PAMAP2 IMU (100 Hz),0.01,0.7626771568680282
PAMAP2 IMU (100 Hz),0.01,0.7626232688473352
PAMAP2 IMU (100 Hz),0.01,0.7625693808266423
PAMAP2 IMU (100 Hz),0.01,0.7625154928059492
PAMAP2 IMU (100 Hz),0.01,0.7624616047852563
PAMAP2 IMU (100 Hz),0.01,0.7624077167645632
PAMAP2 IMU (100 Hz),0.01,0.7623538287438703
PAMAP2 IMU (100 Hz),0.01,0.7622999407231772
PAMAP2 IMU (100 Hz),0.01,0.7622460527024842
PAMAP2 IMU (100 Hz),0.01,0.7621921646817913
PAMAP2 IMU (100 Hz),0.01,0.7621382766610982
PAMAP2 IMU (100 Hz),0.01,0.7620843886404052
PAMAP2 IMU (100 Hz),0.01,0.7620305006197122
PAMAP2 IMU (100 Hz),0.01,0.7619766125990193
PAMAP2 IMU (100 Hz),0.01,0.7619227245783262
PAMAP2 IMU (100 Hz),0.01,0.7618688365576333
PAMAP2 IMU (100 Hz),0.01,0.7618149485369402
PAMAP2 IMU (100 Hz),0.01,0.7617610605162473
PAMAP2 IMU (100 Hz),0.01,0.7617071724955542
PAMAP2 IMU (100 Hz),0.01,0.7616532844748612
PAMAP2 IMU (100 Hz),0.01,0.7615993964541683
PAMAP2 IMU (100 Hz),0.01,0.7615455084334752
PAMAP2 IMU (100 Hz),0.01,0.7614916204127822
PAMAP2 IMU (100 Hz),0.01,0.7614377323920892
PAMAP2 IMU (100 Hz),0.01,0.7613838443713963
PAMAP2 IMU (100 Hz),0.01,0.7613299563507032
PAMAP2 IMU (100 Hz),0.01,0.7612760683300103
PAMAP2 IMU (100 Hz),0.01,0.7612221803093172
PAMAP2 IMU (100 Hz),0.01,0.7611682922886243
PAMAP2 IMU (100 Hz),0.01,0.7611144042679312
PAMAP2 IMU (100 Hz),0.01,0.7610605162472383
PAMAP2 IMU (100 Hz),0.01,0.7610066282265453
PAMAP2 IMU (100 Hz),0.01,0.7609527402058522
PAMAP2 IMU (100 Hz),0.01,0.7608988521851592
PAMAP2 IMU (100 Hz),0.01,0.7608449641644662
PAMAP2 IMU (100 Hz),0.01,0.7607910761437733
PAMAP2 IMU (100 Hz),0.01,0.7607371881230802
PAMAP2 IMU (100 Hz),0.01,0.7606833001023873
PAMAP2 IMU (100 Hz),0.01,0.7606294120816942
PAMAP2 IMU (100 Hz),0.01,0.7605755240610013
PAMAP2 IMU (100 Hz),0.01,0.7605216360403082
PAMAP2 IMU (100 Hz),0.01,0.7604677480196153
PAMAP2 IMU (100 Hz),0.01,0.7604138599989223
PAMAP2 IMU (100 Hz),0.01,0.7603599719782292
PAMAP2 IMU (100 Hz),0.01,0.7603060839575362
PAMAP2 IMU (100 Hz),0.01,0.7602521959368432
PAMAP2 IMU (100 Hz),0.01,0.7601983079161503
PAMAP2 IMU (100 Hz),0.01,0.7601444198954572
PAMAP2 IMU (100 Hz),0.01,0.7600905318747643
PAMAP2 IMU (100 Hz),0.01,0.7600366438540712
PAMAP2 IMU (100 Hz),0.01,0.7599827558333783
PAMAP2 IMU (100 Hz),0.01,0.7599288678126852
PAMAP2 IMU (100 Hz),0.01,0.7598749797919923
PAMAP2 IMU (100 Hz),0.01,0.7598210917712993
PAMAP2 IMU (100 Hz),0.01,0.7597672037506062
PAMAP2 IMU (100 Hz),0.01,0.7597133157299132
PAMAP2 IMU (100 Hz),0.01,0.7596594277092202
PAMAP2 IMU (100 Hz),0.01,0.7596055396885273
PAMAP2 IMU (100 Hz),0.01,0.7595516516678342
PAMAP2 IMU (100 Hz),0.01,0.7594977636471413
PAMAP2 IMU (100 Hz),0.01,0.7594438756264482
PAMAP2 IMU (100 Hz),0.01,0.7593899876057553
PAMAP2 IMU (100 Hz),0.01,0.7593360995850622
PAMAP2 IMU (100 Hz),0.01,0.7592822115643693
PAMAP2 IMU (100 Hz),0.01,0.7592283235436763
PAMAP2 IMU (100 Hz),0.01,0.7591744355229832
PAMAP2 IMU (100 Hz),0.01,0.7591205475022902
PAMAP2 IMU (100 Hz),0.01,0.7590666594815972
PAMAP2 IMU (100 Hz),0.01,0.7590127714609043
PAMAP2 IMU (100 Hz),0.01,0.7589588834402112
PAMAP2 IMU (100 Hz),0.01,0.7589049954195183
PAMAP2 IMU (100 Hz),0.01,0.7588511073988252
PAMAP2 IMU (100 Hz),0.01,0.7587972193781323
PAMAP2 IMU (100 Hz),0.01,0.7587433313574392
PAMAP2 IMU (100 Hz),0.01,0.7586894433367463
PAMAP2 IMU (100 Hz),0.01,0.7586355553160532
PAMAP2 IMU (100 Hz),0.01,0.7585816672953603
PAMAP2 IMU (100 Hz),0.01,0.7585277792746672
PAMAP2 IMU (100 Hz),0.01,0.7584738912539742
PAMAP2 IMU (100 Hz),0.01,0.7584200032332813
PAMAP2 IMU (100 Hz),0.01,0.7583661152125882
PAMAP2 IMU (100 Hz),0.01,0.7583122271918953
PAMAP2 IMU (100 Hz),0.01,0.7582583391712022
PAMAP2 IMU (100 Hz),0.01,0.7582044511505093
PAMAP2 IMU (100 Hz),0.01,0.7581505631298162
PAMAP2 IMU (100 Hz),0.01,0.7580966751091233
PAMAP2 IMU (100 Hz),0.01,0.7580427870884302
PAMAP2 IMU (100 Hz),0.01,0.7579888990677373
PAMAP2 IMU (100 Hz),0.01,0.7579350110470442
PAMAP2 IMU (100 Hz),0.01,0.7578811230263512
PAMAP2 IMU (100 Hz),0.01,0.7578272350056583
PAMAP2 IMU (100 Hz),0.01,0.7577733469849652
PAMAP2 IMU (100 Hz),0.01,0.7577194589642722
PAMAP2 IMU (100 Hz),0.01,0.7576655709435792
PAMAP2 IMU (100 Hz),0.01,0.7576116829228863
PAMAP2 IMU (100 Hz),0.01,0.7575577949021932
PAMAP2 IMU (100 Hz),0.01,0.7575039068815003
PAMAP2 IMU (100 Hz),0.01,0.7574500188608072
PAMAP2 IMU (100 Hz),0.01,0.7573961308401143
PAMAP2 IMU (100 Hz),0.01,0.7573422428194212
PAMAP2 IMU (100 Hz),0.01,0.7572883547987282
PAMAP2 IMU (100 Hz),0.01,0.7572344667780353
PAMAP2 IMU (100 Hz),0.01,0.7571805787573422
PAMAP2 IMU (100 Hz),0.01,0.7571266907366492
PAMAP2 IMU (100 Hz),0.01,0.7570728027159562
PAMAP2 IMU (100 Hz),0.01,0.7570189146952633
PAMAP2 IMU (100 Hz),0.01,0.7569650266745702
PAMAP2 IMU (100 Hz),0.01,0.7569111386538773
PAMAP2 IMU (100 Hz),0.01,0.7568572506331842
PAMAP2 IMU (100 Hz),0.01,0.7568033626124913
PAMAP2 IMU (100 Hz),0.01,0.7567494745917982
PAMAP2 IMU (100 Hz),0.01,0.7566955865711052
PAMAP2 IMU (100 Hz),0.01,0.7566416985504123
PAMAP2 IMU (100 Hz),0.01,0.7565878105297192
PAMAP2 IMU (100 Hz),0.01,0.7565339225090262
PAMAP2 IMU (100 Hz),0.01,0.7564800344883332
PAMAP2 IMU (100 Hz),0.01,0.7564261464676403
PAMAP2 IMU (100 Hz),0.01,0.7563722584469472
PAMAP2 IMU (100 Hz),0.01,0.7563183704262543
PAMAP2 IMU (100 Hz),0.01,0.7562644824055612
PAMAP2 IMU (100 Hz),0.01,0.7562105943848683
PAMAP2 IMU (100 Hz),0.01,0.7561567063641752
PAMAP2 IMU (100 Hz),0.01,0.7561028183434823
PAMAP2 IMU (100 Hz),0.01,0.7560489303227893
PAMAP2 IMU (100 Hz),0.01,0.7559950423020962
PAMAP2 IMU (100 Hz),0.01,0.7559411542814032
PAMAP2 IMU (100 Hz),0.01,0.7558872662607102
PAMAP2 IMU (100 Hz),0.01,0.7558333782400173
PAMAP2 IMU (100 Hz),0.01,0.7557794902193242
PAMAP2 IMU (100 Hz),0.01,0.7557256021986313
PAMAP2 IMU (100 Hz),0.01,0.7556717141779382
PAMAP2 IMU (100 Hz),0.01,0.7556178261572453
PAMAP2 IMU (100 Hz),0.01,0.7555639381365522
PAMAP2 IMU (100 Hz),0.01,0.7555100501158593
PAMAP2 IMU (100 Hz),0.01,0.7554561620951663
PAMAP2 IMU (100 Hz),0.01,0.7554022740744732
PAMAP2 IMU (100 Hz),0.01,0.7553483860537802
PAMAP2 IMU (100 Hz),0.01,0.7552944980330872
PAMAP2 IMU (100 Hz),0.01,0.7552406100123943
PAMAP2 IMU (100 Hz),0.01,0.7551867219917012
PAMAP2 IMU (100 Hz),0.01,0.7551328339710083
PAMAP2 IMU (100 Hz),0.01,0.7550789459503152
PAMAP2 IMU (100 Hz),0.01,0.7550250579296223
PAMAP2 IMU (100 Hz),0.01,0.7549711699089292
PAMAP2 IMU (100 Hz),0.01,0.7549172818882363
PAMAP2 IMU (100 Hz),0.01,0.7548633938675433
PAMAP2 IMU (100 Hz),0.01,0.7548095058468502
PAMAP2 IMU (100 Hz),0.01,0.7547556178261572
PAMAP2 IMU (100 Hz),0.01,0.7547017298054642
PAMAP2 IMU (100 Hz),0.01,0.7546478417847713
PAMAP2 IMU (100 Hz),0.01,0.7545939537640782
PAMAP2 IMU (100 Hz),0.01,0.7545400657433853
PAMAP2 IMU (100 Hz),0.01,0.7544861777226922
PAMAP2 IMU (100 Hz),0.01,0.7544322897019993
PAMAP2 IMU (100 Hz),0.01,0.7543784016813062
PAMAP2 IMU (100 Hz),0.01,0.7543245136606133
PAMAP2 IMU (100 Hz),0.01,0.7542706256399203
PAMAP2 IMU (100 Hz),0.01,0.7542167376192273
PAMAP2 IMU (100 Hz),0.01,0.7541628495985342
PAMAP2 IMU (100 Hz),0.01,0.7541089615778412
PAMAP2 IMU (100 Hz),0.01,0.7540550735571483
PAMAP2 IMU (100 Hz),0.01,0.7540011855364552
PAMAP2 IMU (100 Hz),0.01,0.7539472975157623
PAMAP2 IMU (100 Hz),0.01,0.7538934094950692
PAMAP2 IMU (100 Hz),0.01,0.7538395214743763
PAMAP2 IMU (100 Hz),0.01,0.7537856334536832
PAMAP2 IMU (100 Hz),0.01,0.7537317454329903
PAMAP2 IMU (100 Hz),0.01,0.7536778574122973
PAMAP2 IMU (100 Hz),0.01,0.7536239693916043
PAMAP2 IMU (100 Hz),0.01,0.7535700813709112
PAMAP2 IMU (100 Hz),0.01,0.7535161933502182
PAMAP2 IMU (100 Hz),0.01,0.7534623053295253
PAMAP2 IMU (100 Hz),0.01,0.7534084173088322
PAMAP2 IMU (100 Hz),0.01,0.7533545292881393
PAMAP2 IMU (100 Hz),0.01,0.7533006412674462
PAMAP2 IMU (100 Hz),0.01,0.7532467532467533
PAMAP2 IMU (100 Hz),0.01,0.7531928652260602
PAMAP2 IMU (100 Hz),0.01,0.7531389772053673
PAMAP2 IMU (100 Hz),0.01,0.7530850891846742
PAMAP2 IMU (100 Hz),0.01,0.7530312011639813
PAMAP2 IMU (100 Hz),0.01,0.7529773131432882
PAMAP2 IMU (100 Hz),0.01,0.7529234251225952
PAMAP2 IMU (100 Hz),0.01,0.7528695371019023
PAMAP2 IMU (100 Hz),0.01,0.7528156490812092
PAMAP2 IMU (100 Hz),0.01,0.7527617610605163
PAMAP2 IMU (100 Hz),0.01,0.7527078730398232
PAMAP2 IMU (100 Hz),0.01,0.7526539850191303
PAMAP2 IMU (100 Hz),0.01,0.7526000969984372
PAMAP2 IMU (100 Hz),0.01,0.7525462089777443
PAMAP2 IMU (100 Hz),0.01,0.7524923209570512
PAMAP2 IMU (100 Hz),0.01,0.7524384329363583
PAMAP2 IMU (100 Hz),0.01,0.7523845449156652
PAMAP2 IMU (100 Hz),0.01,0.7523306568949722
PAMAP2 IMU (100 Hz),0.01,0.7522767688742793
PAMAP2 IMU (100 Hz),0.01,0.7522228808535862
PAMAP2 IMU (100 Hz),0.01,0.7521689928328932
PAMAP2 IMU (100 Hz),0.01,0.7521151048122002
PAMAP2 IMU (100 Hz),0.01,0.7520612167915073
PAMAP2 IMU (100 Hz),0.01,0.7520073287708142
PAMAP2 IMU (100 Hz),0.01,0.7519534407501213
PAMAP2 IMU (100 Hz),0.01,0.7518995527294282
PAMAP2 IMU (100 Hz),0.01,0.7518456647087353
PAMAP2 IMU (100 Hz),0.01,0.7517917766880422
PAMAP2 IMU (100 Hz),0.01,0.7517378886673493
PAMAP2 IMU (100 Hz),0.01,0.7516840006466563
PAMAP2 IMU (100 Hz),0.01,0.7516301126259632
PAMAP2 IMU (100 Hz),0.01,0.7515762246052702
PAMAP2 IMU (100 Hz),0.01,0.7515223365845772
PAMAP2 IMU (100 Hz),0.01,0.7514684485638843
PAMAP2 IMU (100 Hz),0.01,0.7514145605431912
PAMAP2 IMU (100 Hz),0.01,0.7513606725224983
PAMAP2 IMU (100 Hz),0.01,0.7513067845018052
PAMAP2 IMU (100 Hz),0.01,0.7512528964811123
PAMAP2 IMU (100 Hz),0.01,0.7511990084604192
PAMAP2 IMU (100 Hz),0.01,0.7511451204397263
PAMAP2 IMU (100 Hz),0.01,0.7510912324190333
PAMAP2 IMU (100 Hz),0.01,0.7510373443983402
PAMAP2 IMU (100 Hz),0.01,0.7509834563776472
PAMAP2 IMU (100 Hz),0.01,0.7509295683569542
PAMAP2 IMU (100 Hz),0.01,0.7508756803362613
PAMAP2 IMU (100 Hz),0.01,0.7508217923155682
PAMAP2 IMU (100 Hz),0.01,0.7507679042948753
PAMAP2 IMU (100 Hz),0.01,0.7507140162741822
PAMAP2 IMU (100 Hz),0.01,0.7506601282534893
PAMAP2 IMU (100 Hz),0.01,0.7506062402327962
PAMAP2 IMU (100 Hz),0.01,0.7505523522121033
PAMAP2 IMU (100 Hz),0.01,0.7504984641914103
PAMAP2 IMU (100 Hz),0.01,0.7504445761707172
PAMAP2 IMU (100 Hz),0.01,0.7503906881500242
PAMAP2 IMU (100 Hz),0.01,0.7503368001293312
PAMAP2 IMU (100 Hz),0.01,0.7502829121086383
PAMAP2 IMU (100 Hz),0.01,0.7502290240879452
PAMAP2 IMU (100 Hz),0.01,0.7501751360672523
PAMAP2 IMU (100 Hz),0.01,0.7501212480465592
PAMAP2 IMU (100 Hz),0.01,0.7500673600258663
PAMAP2 IMU (100 Hz),0.01,0.7500134720051732
PAMAP2 IMU (100 Hz),0.01,0.7499595839844803
PAMAP2 IMU (100 Hz),0.01,0.7499056959637873
PAMAP2 IMU (100 Hz),0.01,0.7498518079430943
PAMAP2 IMU (100 Hz),0.01,0.7497979199224012
PAMAP2 IMU (100 Hz),0.01,0.7497440319017082
PAMAP2 IMU (100 Hz),0.01,0.7496901438810153
PAMAP2 IMU (100 Hz),0.01,0.7496362558603222
PAMAP2 IMU (100 Hz),0.01,0.7495823678396292
PAMAP2 IMU (100 Hz),0.01,0.7495284798189363
PAMAP2 IMU (100 Hz),0.01,0.7494745917982433
PAMAP2 IMU (100 Hz),0.01,0.7494207037775502
PAMAP2 IMU (100 Hz),0.01,0.7493668157568573
PAMAP2 IMU (100 Hz),0.01,0.7493129277361643
PAMAP2 IMU (100 Hz),0.01,0.7492590397154713
PAMAP2 IMU (100 Hz),0.01,0.7492051516947782
PAMAP2 IMU (100 Hz),0.01,0.7491512636740852
PAMAP2 IMU (100 Hz),0.01,0.7490973756533923
PAMAP2 IMU (100 Hz),0.01,0.7490434876326992
PAMAP2 IMU (100 Hz),0.01,0.7489895996120062
PAMAP2 IMU (100 Hz),0.01,0.7489357115913132
PAMAP2 IMU (100 Hz),0.01,0.7488818235706203
PAMAP2 IMU (100 Hz),0.01,0.7488279355499272
PAMAP2 IMU (100 Hz),0.01,0.7487740475292343
PAMAP2 IMU (100 Hz),0.01,0.7487201595085413
PAMAP2 IMU (100 Hz),0.01,0.7486662714878483
PAMAP2 IMU (100 Hz),0.01,0.7486123834671552
PAMAP2 IMU (100 Hz),0.01,0.7485584954464622
PAMAP2 IMU (100 Hz),0.01,0.7485046074257693
PAMAP2 IMU (100 Hz),0.01,0.7484507194050762
PAMAP2 IMU (100 Hz),0.01,0.7483968313843832
PAMAP2 IMU (100 Hz),0.01,0.7483429433636902
PAMAP2 IMU (100 Hz),0.01,0.7482890553429973
PAMAP2 IMU (100 Hz),0.01,0.7482351673223042
PAMAP2 IMU (100 Hz),0.01,0.7481812793016113
PAMAP2 IMU (100 Hz),0.01,0.7481273912809183
PAMAP2 IMU (100 Hz),0.01,0.7480735032602253
PAMAP2 IMU (100 Hz),0.01,0.7480196152395322
PAMAP2 IMU (100 Hz),0.01,0.7479657272188392
PAMAP2 IMU (100 Hz),0.01,0.7479118391981463
PAMAP2 IMU (100 Hz),0.01,0.7478579511774532
PAMAP2 IMU (100 Hz),0.01,0.7478040631567602
PAMAP2 IMU (100 Hz),0.01,0.7477501751360672
PAMAP2 IMU (100 Hz),0.01,0.7476962871153743
PAMAP2 IMU (100 Hz),0.01,0.7476423990946812
PAMAP2 IMU (100 Hz),0.01,0.7475885110739883
PAMAP2 IMU (100 Hz),0.01,0.7475346230532953
PAMAP2 IMU (100 Hz),0.01,0.7474807350326023
PAMAP2 IMU (100 Hz),0.01,0.7474268470119092
PAMAP2 IMU (100 Hz),0.01,0.7473729589912163
PAMAP2 IMU (100 Hz),0.01,0.7473190709705233
PAMAP2 IMU (100 Hz),0.01,0.7472651829498302
PAMAP2 IMU (100 Hz),0.01,0.7472112949291372
PAMAP2 IMU (100 Hz),0.01,0.7471574069084442
PAMAP2 IMU (100 Hz),0.01,0.7471035188877513
PAMAP2 IMU (100 Hz),0.01,0.7470496308670582
PAMAP2 IMU (100 Hz),0.01,0.7469957428463653
PAMAP2 IMU (100 Hz),0.01,0.7469418548256723
PAMAP2 IMU (100 Hz),0.01,0.7468879668049793
PAMAP2 IMU (100 Hz),0.01,0.7468340787842862
PAMAP2 IMU (100 Hz),0.01,0.7467801907635933
PAMAP2 IMU (100 Hz),0.01,0.7467263027429003
