dataset,series,run_s,ccdf
pamap2,empirical,0.01,0.7512528964811123
pamap2,empirical,0.01,0.7511990084604192
pamap2,empirical,0.01,0.7511451204397263
pamap2,empirical,0.01,0.7510912324190333
pamap2,empirical,0.01,0.7510373443983402
pamap2,empirical,0.01,0.7509834563776472
pamap2,empirical,0.01,0.7509295683569542
pamap2,empirical,0.01,0.7508756803362613
pamap2,empirical,0.01,0.7508217923155682
pamap2,empirical,0.01,0.7507679042948753
pamap2,empirical,0.01,0.7507140162741822
pamap2,empirical,0.01,0.7506601282534893
pamap2,empirical,0.01,0.7506062402327962
pamap2,empirical,0.01,0.7505523522121033
pamap2,empirical,0.01,0.7504984641914103
pamap2,empirical,0.01,0.7504445761707172
pamap2,empirical,0.01,0.7503906881500242
pamap2,empirical,0.01,0.7503368001293312
pamap2,empirical,0.01,0.7502829121086383
pamap2,empirical,0.01,0.7502290240879452
pamap2,empirical,0.01,0.7501751360672523
pamap2,empirical,0.01,0.7501212480465592
pamap2,empirical,0.01,0.7500673600258663
pamap2,empirical,0.01,0.7500134720051732
pamap2,empirical,0.01,0.7499595839844803
pamap2,empirical,0.01,0.7499056959637873
pamap2,empirical,0.01,0.7498518079430943
pamap2,empirical,0.01,0.7497979199224012
pamap2,empirical,0.01,0.7497440319017082
pamap2,empirical,0.01,0.7496901438810153
pamap2,empirical,0.01,0.7496362558603222
pamap2,empirical,0.01,0.7495823678396292
pamap2,empirical,0.01,0.7495284798189363
pamap2,empirical,0.01,0.7494745917982433
pamap2,empirical,0.01,0.7494207037775502
pamap2,empirical,0.01,0.7493668157568573
pamap2,empirical,0.01,0.7493129277361643
pamap2,empirical,0.01,0.7492590397154713
pamap2,empirical,0.01,0.7492051516947782
pamap2,empirical,0.01,0.7491512636740852
pamap2,empirical,0.01,0.7490973756533923
pamap2,empirical,0.01,0.7490434876326992
pamap2,empirical,0.01,0.7489895996120062
pamap2,empirical,0.01,0.7489357115913132
pamap2,empirical,0.01,0.7488818235706203
pamap2,empirical,0.01,0.7488279355499272
pamap2,empirical,0.01,0.7487740475292343
pamap2,empirical,0.01,0.7487201595085413
pamap2,empirical,0.01,0.7486662714878483
pamap2,empirical,0.01,0.7486123834671552
pamap2,empirical,0.01,0.7485584954464622
pamap2,empirical,0.01,0.7485046074257693
pamap2,empirical,0.01,0.7484507194050762
pamap2,empirical,0.01,0.7483968313843832
pamap2,empirical,0.01,0.7483429433636902
pamap2,empirical,0.01,0.7482890553429973
pamap2,empirical,0.01,0.7482351673223042
pamap2,empirical,0.01,0.7481812793016113
pamap2,empirical,0.01,0.7481273912809183
pamap2,empirical,0.01,0.7480735032602253
pamap2,empirical,0.01,0.7480196152395322
pamap2,empirical,0.01,0.7479657272188392
pamap2,empirical,0.01,0.7479118391981463
pamap2,empirical,0.01,0.7478579511774532
pamap2,empirical,0.01,0.7478040631567602
pamap2,empirical,0.01,0.7477501751360672
pamap2,empirical,0.01,0.7476962871153743
pamap2,empirical,0.01,0.7476423990946812
pamap2,empirical,0.01,0.7475885110739883
pamap2,empirical,0.01,0.7475346230532953
pamap2,empirical,0.01,0.7474807350326023
pamap2,empirical,0.01,0.7474268470119092
pamap2,empirical,0.01,0.7473729589912163
pamap2,empirical,0.01,0.7473190709705233
pamap2,empirical,0.01,0.7472651829498302
pamap2,empirical,0.01,0.7472112949291372
pamap2,empirical,0.01,0.7471574069084442
pamap2,empirical,0.01,0.7471035188877513
pamap2,empirical,0.01,0.7470496308670582
pamap2,empirical,0.01,0.7469957428463653
pamap2,empirical,0.01,0.7469418548256723
pamap2,empirical,0.01,0.7468879668049793
pamap2,empirical,0.01,0.7468340787842862
pamap2,empirical,0.01,0.7467801907635933
pamap2,empirical,0.01,0.7467263027429003
pamap2,empirical,0.01,0.7466724147222072
pamap2,empirical,0.01,0.7466185267015142
pamap2,empirical,0.01,0.7465646386808212
pamap2,empirical,0.01,0.7465107506601283
pamap2,empirical,0.01,0.7464568626394352
pamap2,empirical,0.01,0.7464029746187423
pamap2,empirical,0.01,0.7463490865980493
pamap2,empirical,0.01,0.7462951985773563
pamap2,empirical,0.01,0.7462413105566632
pamap2,empirical,0.01,0.7461874225359703
pamap2,empirical,0.01,0.7461335345152773
pamap2,empirical,0.01,0.7460796464945842
pamap2,empirical,0.01,0.7460257584738912
pamap2,empirical,0.01,0.7459718704531982
pamap2,empirical,0.01,0.7459179824325053
pamap2,empirical,0.01,0.7458640944118122
pamap2,empirical,0.01,0.7458102063911193
pamap2,empirical,0.01,0.7457563183704263
pamap2,empirical,0.01,0.7457024303497333
pamap2,empirical,0.01,0.7456485423290402
pamap2,empirical,0.01,0.7455946543083473
pamap2,empirical,0.01,0.7455407662876543
pamap2,empirical,0.01,0.7454868782669613
pamap2,empirical,0.01,0.7454329902462682
pamap2,empirical,0.01,0.7453791022255752
pamap2,empirical,0.01,0.7453252142048823
pamap2,empirical,0.01,0.7452713261841892
pamap2,empirical,0.01,0.7452174381634963
pamap2,empirical,0.01,0.7451635501428033
pamap2,empirical,0.01,0.7451096621221103
pamap2,empirical,0.01,0.7450557741014172
pamap2,empirical,0.01,0.7450018860807243
pamap2,empirical,0.01,0.7449479980600313
pamap2,empirical,0.01,0.7448941100393383
pamap2,empirical,0.01,0.7448402220186452
pamap2,empirical,0.01,0.7447863339979522
pamap2,empirical,0.01,0.7447324459772593
pamap2,empirical,0.01,0.7446785579565662
pamap2,empirical,0.01,0.7446246699358732
pamap2,empirical,0.01,0.7445707819151803
pamap2,empirical,0.01,0.7445168938944873
pamap2,empirical,0.01,0.7444630058737942
pamap2,empirical,0.01,0.7444091178531013
pamap2,empirical,0.01,0.7443552298324083
pamap2,empirical,0.01,0.7443013418117153
pamap2,empirical,0.01,0.7442474537910222
pamap2,empirical,0.01,0.7441935657703292
pamap2,empirical,0.01,0.7441396777496363
pamap2,empirical,0.01,0.7440857897289432
pamap2,empirical,0.01,0.7440319017082502
pamap2,empirical,0.01,0.7439780136875573
pamap2,empirical,0.01,0.7439241256668643
pamap2,empirical,0.01,0.7438702376461712
pamap2,empirical,0.01,0.7438163496254783
pamap2,empirical,0.01,0.7437624616047853
pamap2,empirical,0.01,0.7437085735840923
pamap2,empirical,0.01,0.7436546855633992
pamap2,empirical,0.01,0.7436007975427062
pamap2,empirical,0.01,0.7435469095220133
pamap2,empirical,0.01,0.7434930215013202
pamap2,empirical,0.01,0.7434391334806272
pamap2,empirical,0.01,0.7433852454599342
pamap2,empirical,0.01,0.7433313574392413
pamap2,empirical,0.01,0.7432774694185482
pamap2,empirical,0.01,0.7432235813978553
pamap2,empirical,0.01,0.7431696933771623
pamap2,empirical,0.01,0.7431158053564693
pamap2,empirical,0.01,0.7430619173357762
pamap2,empirical,0.01,0.7430080293150833
pamap2,empirical,0.01,0.7429541412943903
pamap2,empirical,0.01,0.7429002532736972
pamap2,empirical,0.01,0.7428463652530042
pamap2,empirical,0.01,0.7427924772323112
pamap2,empirical,0.01,0.7427385892116183
pamap2,empirical,0.01,0.7426847011909252
pamap2,empirical,0.01,0.7426308131702323
pamap2,empirical,0.01,0.7425769251495393
pamap2,empirical,0.01,0.7425230371288463
pamap2,empirical,0.01,0.7424691491081532
pamap2,empirical,0.01,0.7424152610874603
pamap2,empirical,0.01,0.7423613730667673
pamap2,empirical,0.01,0.7423074850460742
pamap2,empirical,0.01,0.7422535970253812
pamap2,empirical,0.01,0.7421997090046882
pamap2,empirical,0.01,0.7421458209839953
pamap2,empirical,0.01,0.7420919329633022
pamap2,empirical,0.01,0.7420380449426093
pamap2,empirical,0.01,0.7419841569219163
pamap2,empirical,0.01,0.7419302689012233
pamap2,empirical,0.01,0.7418763808805302
pamap2,empirical,0.01,0.7418224928598373
pamap2,empirical,0.01,0.7417686048391443
pamap2,empirical,0.01,0.7417147168184512
pamap2,empirical,0.01,0.7416608287977582
pamap2,empirical,0.01,0.7416069407770652
pamap2,empirical,0.01,0.7415530527563723
pamap2,empirical,0.01,0.7414991647356792
pamap2,empirical,0.01,0.7414452767149863
pamap2,empirical,0.01,0.7413913886942933
pamap2,empirical,0.01,0.7413375006736003
pamap2,empirical,0.01,0.7412836126529072
pamap2,empirical,0.01,0.7412297246322143
pamap2,empirical,0.01,0.7411758366115213
pamap2,empirical,0.01,0.7411219485908283
pamap2,empirical,0.01,0.7410680605701352
pamap2,empirical,0.01,0.7410141725494422
pamap2,empirical,0.01,0.7409602845287493
pamap2,empirical,0.01,0.7409063965080562
pamap2,empirical,0.01,0.7408525084873633
pamap2,empirical,0.01,0.7407986204666703
pamap2,empirical,0.01,0.7407447324459773
pamap2,empirical,0.01,0.7406908444252842
pamap2,empirical,0.01,0.7406369564045913
pamap2,empirical,0.01,0.7405830683838983
pamap2,empirical,0.01,0.7405291803632053
pamap2,empirical,0.01,0.7404752923425122
pamap2,empirical,0.01,0.7404214043218192
pamap2,empirical,0.01,0.7403675163011263
pamap2,empirical,0.01,0.7403136282804332
pamap2,empirical,0.01,0.7402597402597403
pamap2,empirical,0.01,0.7402058522390473
pamap2,empirical,0.01,0.7401519642183543
pamap2,empirical,0.01,0.7400980761976612
pamap2,empirical,0.01,0.7400441881769683
pamap2,empirical,0.01,0.7399903001562753
pamap2,empirical,0.01,0.7399364121355823
pamap2,empirical,0.01,0.7398825241148892
pamap2,empirical,0.01,0.7398286360941962
pamap2,empirical,0.01,0.7397747480735033
pamap2,empirical,0.01,0.7397208600528102
pamap2,empirical,0.01,0.7396669720321173
pamap2,empirical,0.01,0.7396130840114243
pamap2,empirical,0.01,0.7395591959907313
pamap2,empirical,0.01,0.7395053079700382
pamap2,empirical,0.01,0.7394514199493453
pamap2,empirical,0.01,0.7393975319286523
pamap2,empirical,0.01,0.7393436439079593
pamap2,empirical,0.01,0.7392897558872662
pamap2,empirical,0.01,0.7392358678665732
pamap2,empirical,0.01,0.7391819798458803
pamap2,empirical,0.01,0.7391280918251872
pamap2,empirical,0.01,0.7390742038044942
pamap2,empirical,0.01,0.7390203157838013
pamap2,empirical,0.01,0.7389664277631083
pamap2,empirical,0.01,0.7389125397424152
pamap2,empirical,0.01,0.7388586517217223
pamap2,empirical,0.01,0.7388047637010293
pamap2,empirical,0.01,0.7387508756803363
pamap2,empirical,0.01,0.7386969876596432
pamap2,empirical,0.01,0.7386430996389503
pamap2,empirical,0.01,0.7385892116182573
pamap2,empirical,0.01,0.7385353235975642
pamap2,empirical,0.01,0.7384814355768712
pamap2,empirical,0.01,0.7384275475561783
pamap2,empirical,0.01,0.7383736595354853
pamap2,empirical,0.01,0.7383197715147922
pamap2,empirical,0.01,0.7382658834940993
pamap2,empirical,0.01,0.7382119954734063
pamap2,empirical,0.01,0.7381581074527133
pamap2,empirical,0.01,0.7381042194320202
pamap2,empirical,0.01,0.7380503314113273
pamap2,empirical,0.01,0.7379964433906343
pamap2,empirical,0.01,0.7379425553699412
pamap2,empirical,0.01,0.7378886673492482
pamap2,empirical,0.01,0.7378347793285552
pamap2,empirical,0.01,0.7377808913078623
pamap2,empirical,0.01,0.7377270032871692
pamap2,empirical,0.01,0.7376731152664763
pamap2,empirical,0.01,0.7376192272457833
pamap2,empirical,0.01,0.7375653392250903
pamap2,empirical,0.01,0.7375114512043972
pamap2,empirical,0.01,0.7374575631837043
pamap2,empirical,0.01,0.7374036751630113
pamap2,empirical,0.01,0.7373497871423182
pamap2,empirical,0.01,0.7372958991216252
pamap2,empirical,0.01,0.7372420111009322
pamap2,empirical,0.01,0.7371881230802393
pamap2,empirical,0.01,0.7371342350595462
pamap2,empirical,0.01,0.7370803470388533
pamap2,empirical,0.01,0.7370264590181603
pamap2,empirical,0.01,0.7369725709974673
pamap2,empirical,0.01,0.7369186829767742
pamap2,empirical,0.01,0.7368647949560813
pamap2,empirical,0.01,0.7368109069353883
pamap2,empirical,0.01,0.7367570189146952
pamap2,empirical,0.01,0.7367031308940022
pamap2,empirical,0.01,0.7366492428733092
pamap2,empirical,0.01,0.7365953548526163
pamap2,empirical,0.01,0.7365414668319232
pamap2,empirical,0.01,0.7364875788112303
pamap2,empirical,0.01,0.7364336907905373
pamap2,empirical,0.01,0.7363798027698443
pamap2,empirical,0.01,0.7363259147491512
pamap2,empirical,0.01,0.7362720267284583
pamap2,empirical,0.01,0.7362181387077653
pamap2,empirical,0.01,0.7361642506870723
pamap2,empirical,0.01,0.7361103626663792
pamap2,empirical,0.01,0.7360564746456862
pamap2,empirical,0.01,0.7360025866249933
pamap2,empirical,0.01,0.7359486986043002
pamap2,empirical,0.01,0.7358948105836073
pamap2,empirical,0.01,0.7358409225629143
pamap2,empirical,0.01,0.7357870345422213
pamap2,empirical,0.01,0.7357331465215282
pamap2,empirical,0.01,0.7356792585008353
pamap2,empirical,0.01,0.7356253704801423
pamap2,empirical,0.01,0.7355714824594493
pamap2,empirical,0.01,0.7355175944387562
pamap2,empirical,0.01,0.7354637064180632
pamap2,empirical,0.01,0.7354098183973703
pamap2,empirical,0.01,0.7353559303766772
pamap2,empirical,0.01,0.7353020423559843
pamap2,empirical,0.01,0.7352481543352913
pamap2,empirical,0.01,0.7351942663145983
pamap2,empirical,0.01,0.7351403782939052
pamap2,empirical,0.01,0.7350864902732123
pamap2,empirical,0.01,0.7350326022525193
pamap2,empirical,0.01,0.7349787142318263
pamap2,empirical,0.01,0.7349248262111332
pamap2,empirical,0.01,0.7348709381904402
pamap2,empirical,0.01,0.7348170501697473
pamap2,empirical,0.01,0.7347631621490542
pamap2,empirical,0.01,0.7347092741283613
pamap2,empirical,0.01,0.7346553861076683
pamap2,empirical,0.01,0.7346014980869753
pamap2,empirical,0.01,0.7345476100662822
pamap2,empirical,0.01,0.7344937220455893
pamap2,empirical,0.01,0.7344398340248963
pamap2,empirical,0.01,0.7343859460042033
pamap2,empirical,0.01,0.7343320579835102
pamap2,empirical,0.01,0.7342781699628173
pamap2,empirical,0.01,0.7342242819421243
pamap2,empirical,0.01,0.7341703939214312
pamap2,empirical,0.01,0.7341165059007383
pamap2,empirical,0.01,0.7340626178800453
pamap2,empirical,0.01,0.7340087298593523
pamap2,empirical,0.01,0.7339548418386592
pamap2,empirical,0.01,0.7339009538179663
pamap2,empirical,0.01,0.7338470657972733
pamap2,empirical,0.01,0.7337931777765803
pamap2,empirical,0.01,0.7337392897558872
pamap2,empirical,0.01,0.7336854017351943
pamap2,empirical,0.01,0.7336315137145013
pamap2,empirical,0.01,0.7335776256938082
pamap2,empirical,0.01,0.7335237376731152
pamap2,empirical,0.01,0.7334698496524223
pamap2,empirical,0.01,0.7334159616317293
pamap2,empirical,0.01,0.7333620736110362
pamap2,empirical,0.01,0.7333081855903433
pamap2,empirical,0.01,0.7332542975696503
pamap2,empirical,0.01,0.7332004095489573
pamap2,empirical,0.01,0.7331465215282642
pamap2,empirical,0.01,0.7330926335075713
pamap2,empirical,0.01,0.7330387454868783
pamap2,empirical,0.01,0.7329848574661852
pamap2,empirical,0.01,0.7329309694454922
pamap2,empirical,0.01,0.7328770814247993
pamap2,empirical,0.01,0.7328231934041063
pamap2,empirical,0.01,0.7327693053834132
pamap2,empirical,0.01,0.7327154173627203
pamap2,empirical,0.01,0.7326615293420273
pamap2,empirical,0.01,0.7326076413213343
pamap2,empirical,0.01,0.7325537533006412
pamap2,empirical,0.01,0.7324998652799483
pamap2,empirical,0.01,0.7324459772592553
pamap2,empirical,0.01,0.7323920892385622
pamap2,empirical,0.01,0.7323382012178692
pamap2,empirical,0.01,0.7322843131971764
pamap2,empirical,0.01,0.7322304251764833
pamap2,empirical,0.01,0.7321765371557902
pamap2,empirical,0.01,0.7321226491350973
pamap2,empirical,0.01,0.7320687611144043
pamap2,empirical,0.01,0.7320148730937113
pamap2,empirical,0.01,0.7319609850730182
pamap2,empirical,0.01,0.7319070970523253
pamap2,empirical,0.01,0.7318532090316323
pamap2,empirical,0.01,0.7317993210109393
pamap2,empirical,0.01,0.7317454329902462
pamap2,empirical,0.01,0.7316915449695532
pamap2,empirical,0.01,0.7316376569488603
pamap2,empirical,0.01,0.7315837689281672
pamap2,empirical,0.01,0.7315298809074743
pamap2,empirical,0.01,0.7314759928867813
pamap2,empirical,0.01,0.7314221048660883
pamap2,empirical,0.01,0.7313682168453952
pamap2,empirical,0.01,0.7313143288247023
pamap2,empirical,0.01,0.7312604408040093
pamap2,empirical,0.01,0.7312065527833163
pamap2,empirical,0.01,0.7311526647626232
pamap2,empirical,0.01,0.7310987767419302
pamap2,empirical,0.01,0.7310448887212373
pamap2,empirical,0.01,0.7309910007005442
pamap2,empirical,0.01,0.7309371126798513
pamap2,empirical,0.01,0.7308832246591583
pamap2,empirical,0.01,0.7308293366384653
pamap2,empirical,0.01,0.7307754486177722
pamap2,empirical,0.01,0.7307215605970793
pamap2,empirical,0.01,0.7306676725763863
pamap2,empirical,0.01,0.7306137845556933
pamap2,empirical,0.01,0.7305598965350002
pamap2,empirical,0.01,0.7305060085143072
pamap2,empirical,0.01,0.7304521204936143
pamap2,empirical,0.01,0.7303982324729212
pamap2,empirical,0.01,0.7303443444522283
pamap2,empirical,0.01,0.7302904564315353
pamap2,empirical,0.01,0.7302365684108423
pamap2,empirical,0.01,0.7301826803901492
pamap2,empirical,0.01,0.7301287923694563
pamap2,empirical,0.01,0.7300749043487633
pamap2,empirical,0.01,0.7300210163280703
pamap2,empirical,0.01,0.7299671283073772
pamap2,empirical,0.01,0.7299132402866843
pamap2,empirical,0.01,0.7298593522659913
pamap2,empirical,0.01,0.7298054642452982
pamap2,empirical,0.01,0.7297515762246053
pamap2,empirical,0.01,0.7296976882039123
pamap2,empirical,0.01,0.7296438001832193
pamap2,empirical,0.01,0.7295899121625262
pamap2,empirical,0.01,0.7295360241418333
pamap2,empirical,0.01,0.7294821361211403
pamap2,empirical,0.01,0.7294282481004473
pamap2,empirical,0.01,0.7293743600797542
pamap2,empirical,0.01,0.7293204720590613
pamap2,empirical,0.01,0.7292665840383683
pamap2,empirical,0.01,0.7292126960176752
pamap2,empirical,0.01,0.7291588079969823
pamap2,empirical,0.01,0.7291049199762893
pamap2,empirical,0.01,0.7290510319555963
pamap2,empirical,0.01,0.7289971439349032
pamap2,empirical,0.01,0.7289432559142103
pamap2,empirical,0.01,0.7288893678935173
pamap2,empirical,0.01,0.7288354798728243
pamap2,empirical,0.01,0.7287815918521312
pamap2,empirical,0.01,0.7287277038314383
pamap2,empirical,0.01,0.7286738158107453
pamap2,empirical,0.01,0.7286199277900522
pamap2,empirical,0.01,0.7285660397693593
pamap2,empirical,0.01,0.7285121517486663
pamap2,empirical,0.01,0.7284582637279733
pamap2,empirical,0.01,0.7284043757072802
pamap2,empirical,0.01,0.7283504876865873
pamap2,empirical,0.01,0.7282965996658943
pamap2,empirical,0.01,0.7282427116452013
pamap2,empirical,0.01,0.7281888236245082
pamap2,empirical,0.01,0.7281349356038153
pamap2,empirical,0.01,0.7280810475831223
pamap2,empirical,0.01,0.7280271595624292
pamap2,empirical,0.01,0.7279732715417362
pamap2,empirical,0.01,0.7279193835210434
pamap2,empirical,0.01,0.7278654955003503
pamap2,empirical,0.01,0.7278116074796572
pamap2,empirical,0.01,0.7277577194589643
pamap2,empirical,0.01,0.7277038314382713
pamap2,empirical,0.01,0.7276499434175783
pamap2,empirical,0.01,0.7275960553968852
pamap2,empirical,0.01,0.7275421673761923
pamap2,empirical,0.01,0.7274882793554993
pamap2,empirical,0.01,0.7274343913348063
pamap2,empirical,0.01,0.7273805033141132
pamap2,empirical,0.01,0.7273266152934204
pamap2,empirical,0.01,0.7272727272727273
pamap2,empirical,0.01,0.7272188392520342
pamap2,empirical,0.01,0.7271649512313413
pamap2,empirical,0.01,0.7271110632106483
pamap2,empirical,0.01,0.7270571751899553
pamap2,empirical,0.01,0.7270032871692622
pamap2,empirical,0.01,0.7269493991485693
pamap2,empirical,0.01,0.7268955111278763
pamap2,empirical,0.01,0.7268416231071833
pamap2,empirical,0.01,0.7267877350864902
pamap2,empirical,0.01,0.7267338470657974
pamap2,empirical,0.01,0.7266799590451043
pamap2,empirical,0.01,0.7266260710244112
pamap2,empirical,0.01,0.7265721830037183
pamap2,empirical,0.01,0.7265182949830253
pamap2,empirical,0.01,0.7264644069623323
pamap2,empirical,0.01,0.7264105189416392
pamap2,empirical,0.01,0.7263566309209463
pamap2,empirical,0.01,0.7263027429002533
pamap2,empirical,0.01,0.7262488548795603
pamap2,empirical,0.01,0.7261949668588672
pamap2,empirical,0.01,0.7261410788381742
pamap2,empirical,0.01,0.7260871908174813
pamap2,empirical,0.01,0.7260333027967882
pamap2,empirical,0.01,0.7259794147760953
pamap2,empirical,0.01,0.7259255267554023
pamap2,empirical,0.01,0.7258716387347093
pamap2,empirical,0.01,0.7258177507140162
pamap2,empirical,0.01,0.7257638626933233
pamap2,empirical,0.01,0.7257099746726303
pamap2,empirical,0.01,0.7256560866519373
pamap2,empirical,0.01,0.7256021986312442
pamap2,empirical,0.01,0.7255483106105513
pamap2,empirical,0.01,0.7254944225898583
pamap2,empirical,0.01,0.7254405345691652
pamap2,empirical,0.01,0.7253866465484723
pamap2,empirical,0.01,0.7253327585277793
pamap2,empirical,0.01,0.7252788705070863
pamap2,empirical,0.01,0.7252249824863932
pamap2,empirical,0.01,0.7251710944657003
pamap2,empirical,0.01,0.7251172064450073
pamap2,empirical,0.01,0.7250633184243143
pamap2,empirical,0.01,0.7250094304036212
pamap2,empirical,0.01,0.7249555423829283
pamap2,empirical,0.01,0.7249016543622353
pamap2,empirical,0.01,0.7248477663415422
pamap2,empirical,0.01,0.7247938783208493
pamap2,empirical,0.01,0.7247399903001563
pamap2,empirical,0.01,0.7246861022794633
pamap2,empirical,0.01,0.7246322142587702
pamap2,empirical,0.01,0.7245783262380773
pamap2,empirical,0.01,0.7245244382173843
pamap2,empirical,0.01,0.7244705501966913
pamap2,empirical,0.01,0.7244166621759982
pamap2,empirical,0.01,0.7243627741553053
pamap2,empirical,0.01,0.7243088861346123
pamap2,empirical,0.01,0.7242549981139192
pamap2,empirical,0.01,0.7242011100932263
pamap2,empirical,0.01,0.7241472220725333
pamap2,empirical,0.01,0.7240933340518403
pamap2,empirical,0.01,0.7240394460311472
pamap2,empirical,0.01,0.7239855580104543
pamap2,empirical,0.01,0.7239316699897613
pamap2,empirical,0.01,0.7238777819690683
pamap2,empirical,0.01,0.7238238939483752
pamap2,empirical,0.01,0.7237700059276823
pamap2,empirical,0.01,0.7237161179069893
pamap2,empirical,0.01,0.7236622298862962
pamap2,empirical,0.01,0.7236083418656033
pamap2,empirical,0.01,0.7235544538449104
pamap2,empirical,0.01,0.7235005658242173
pamap2,empirical,0.01,0.7234466778035242
pamap2,empirical,0.01,0.7233927897828313
pamap2,empirical,0.01,0.7233389017621383
pamap2,empirical,0.01,0.7232850137414453
pamap2,empirical,0.01,0.7232311257207522
pamap2,empirical,0.01,0.7231772377000593
pamap2,empirical,0.01,0.7231233496793663
pamap2,empirical,0.01,0.7230694616586733
pamap2,empirical,0.01,0.7230155736379803
pamap2,empirical,0.01,0.7229616856172874
pamap2,empirical,0.01,0.7229077975965943
pamap2,empirical,0.01,0.7228539095759012
pamap2,empirical,0.01,0.7228000215552083
pamap2,empirical,0.01,0.7227461335345153
pamap2,empirical,0.01,0.7226922455138223
pamap2,empirical,0.01,0.7226383574931292
pamap2,empirical,0.01,0.7225844694724363
pamap2,empirical,0.01,0.7225305814517433
pamap2,empirical,0.01,0.7224766934310503
pamap2,empirical,0.01,0.7224228054103573
pamap2,empirical,0.01,0.7223689173896644
pamap2,empirical,0.01,0.7223150293689713
pamap2,empirical,0.01,0.7222611413482782
pamap2,empirical,0.01,0.7222072533275853
pamap2,empirical,0.01,0.7221533653068923
pamap2,empirical,0.01,0.7220994772861993
pamap2,empirical,0.01,0.7220455892655062
pamap2,empirical,0.01,0.7219917012448133
pamap2,empirical,0.01,0.7219378132241203
pamap2,empirical,0.01,0.7218839252034273
pamap2,empirical,0.01,0.7218300371827342
pamap2,empirical,0.01,0.7217761491620414
pamap2,empirical,0.01,0.7217222611413483
pamap2,empirical,0.01,0.7216683731206552
pamap2,empirical,0.01,0.7216144850999623
pamap2,empirical,0.01,0.7215605970792693
pamap2,empirical,0.01,0.7215067090585763
pamap2,empirical,0.01,0.7214528210378832
pamap2,empirical,0.01,0.7213989330171903
pamap2,empirical,0.01,0.7213450449964973
pamap2,empirical,0.01,0.7212911569758043
pamap2,empirical,0.01,0.7212372689551112
pamap2,empirical,0.01,0.7211833809344184
pamap2,empirical,0.01,0.7211294929137253
pamap2,empirical,0.01,0.7210756048930322
pamap2,empirical,0.01,0.7210217168723393
pamap2,empirical,0.01,0.7209678288516463
pamap2,empirical,0.01,0.7209139408309533
pamap2,empirical,0.01,0.7208600528102602
pamap2,empirical,0.01,0.7208061647895673
pamap2,empirical,0.01,0.7207522767688743
pamap2,empirical,0.01,0.7206983887481813
pamap2,empirical,0.01,0.7206445007274882
pamap2,empirical,0.01,0.7205906127067953
pamap2,empirical,0.01,0.7205367246861023
pamap2,empirical,0.01,0.7204828366654092
pamap2,empirical,0.01,0.7204289486447163
pamap2,empirical,0.01,0.7203750606240233
pamap2,empirical,0.01,0.7203211726033303
pamap2,empirical,0.01,0.7202672845826372
pamap2,empirical,0.01,0.7202133965619443
pamap2,empirical,0.01,0.7201595085412513
pamap2,empirical,0.01,0.7201056205205583
pamap2,empirical,0.01,0.7200517324998652
pamap2,empirical,0.01,0.7199978444791723
pamap2,empirical,0.01,0.7199439564584793
pamap2,empirical,0.01,0.7198900684377862
pamap2,empirical,0.01,0.7198361804170933
pamap2,empirical,0.01,0.7197822923964003
pamap2,empirical,0.01,0.7197284043757073
pamap2,empirical,0.01,0.7196745163550142
pamap2,empirical,0.01,0.7196206283343213
pamap2,empirical,0.01,0.7195667403136283
pamap2,empirical,0.01,0.7195128522929353
pamap2,empirical,0.01,0.7194589642722422
pamap2,empirical,0.01,0.7194050762515493
pamap2,empirical,0.01,0.7193511882308563
pamap2,empirical,0.01,0.7192973002101632
pamap2,empirical,0.01,0.7192434121894703
pamap2,empirical,0.01,0.7191895241687773
pamap2,empirical,0.01,0.7191356361480843
pamap2,empirical,0.01,0.7190817481273912
pamap2,empirical,0.01,0.7190278601066983
pamap2,empirical,0.01,0.7189739720860053
pamap2,empirical,0.01,0.7189200840653123
pamap2,empirical,0.01,0.7188661960446192
pamap2,empirical,0.01,0.7188123080239263
pamap2,empirical,0.01,0.7187584200032333
pamap2,empirical,0.01,0.7187045319825403
pamap2,empirical,0.01,0.7186506439618473
pamap2,empirical,0.01,0.7185967559411544
pamap2,empirical,0.01,0.7185428679204613
pamap2,empirical,0.01,0.7184889798997682
pamap2,empirical,0.01,0.7184350918790753
pamap2,empirical,0.01,0.7183812038583823
pamap2,empirical,0.01,0.7183273158376893
pamap2,empirical,0.01,0.7182734278169962
pamap2,empirical,0.01,0.7182195397963033
pamap2,empirical,0.01,0.7181656517756103
pamap2,empirical,0.01,0.7181117637549173
pamap2,empirical,0.01,0.7180578757342243
pamap2,empirical,0.01,0.7180039877135314
pamap2,empirical,0.01,0.7179500996928383
pamap2,empirical,0.01,0.7178962116721452
pamap2,empirical,0.01,0.7178423236514523
pamap2,empirical,0.01,0.7177884356307593
pamap2,empirical,0.01,0.7177345476100663
pamap2,empirical,0.01,0.7176806595893732
pamap2,empirical,0.01,0.7176267715686803
pamap2,empirical,0.01,0.7175728835479873
pamap2,empirical,0.01,0.7175189955272943
pamap2,empirical,0.01,0.7174651075066013
pamap2,empirical,0.01,0.7174112194859084
pamap2,empirical,0.01,0.7173573314652153
pamap2,empirical,0.01,0.7173034434445222
pamap2,empirical,0.01,0.7172495554238293
pamap2,empirical,0.01,0.7171956674031363
pamap2,empirical,0.01,0.7171417793824433
pamap2,empirical,0.01,0.7170878913617502
